fact_table_natural_key,accm_txn_complete_time
R27124,2022-05-15 21:02:24
R71090,2022-05-14 06:04:18
R47966,2022-05-15 22:27:35
R32382,2022-05-14 08:12:08
R22132,2022-05-15 04:39:41
R73003,2022-05-15 23:02:33
R19893,2022-05-14 05:18:49
R89881,2022-05-15 18:09:49
R57812,2022-05-14 21:52:42
R36847,2022-05-14 20:01:11
R17879,2022-05-15 15:38:15
R81688,2022-05-14 21:55:23
R73122,2022-05-15 05:45:27
R15110,2022-05-15 23:35:50
R67231,2022-05-15 06:08:00
R15272,2022-05-14 09:54:36
R14259,2022-05-14 05:21:55
R84251,2022-05-15 18:04:06
R53502,2022-05-14 06:21:09
R25355,2022-05-14 17:59:12
R20049,2022-05-15 15:33:32
R33034,2022-05-15 17:58:41
R25817,2022-05-14 15:27:12
R58953,2022-05-15 05:11:55
R82148,2022-05-14 09:56:34
R64610,2022-05-14 09:03:41
R56164,2022-05-14 00:27:43
R29817,2022-05-15 00:17:44
R84408,2022-05-15 01:00:55
R80691,2022-05-15 03:44:23
R22201,2022-05-15 11:35:05
R38320,2022-05-14 06:02:14
R53080,2022-05-14 12:29:56
R36286,2022-05-15 02:23:37
R45444,2022-05-14 12:53:07
R19971,2022-05-15 02:32:41
R38394,2022-05-15 01:32:11
R11609,2022-05-14 20:30:50
R73694,2022-05-14 18:12:17
R88586,2022-05-15 11:42:28
R17396,2022-05-15 12:07:08
R79879,2022-05-14 23:40:23
R30864,2022-05-14 08:38:39
R86123,2022-05-15 15:26:29
R18855,2022-05-15 21:59:57
R29854,2022-05-14 20:45:16
R73772,2022-05-15 11:05:23
R86320,2022-05-15 05:18:58
R35509,2022-05-14 01:25:52
R26435,2022-05-14 14:29:41
R54897,2022-05-15 02:16:38
R54266,2022-05-15 16:05:15
R29178,2022-05-15 11:23:53
R88540,2022-05-15 15:16:16
R37858,2022-05-14 19:14:26
R41340,2022-05-14 22:41:44
R14618,2022-05-14 21:46:29
R51280,2022-05-14 15:24:04
R51134,2022-05-15 18:41:28
R42150,2022-05-15 07:47:47
R22409,2022-05-15 06:53:57
R32595,2022-05-15 13:08:30
R61069,2022-05-14 11:32:58
R20328,2022-05-15 06:57:42
R36825,2022-05-14 08:57:39
R59042,2022-05-14 03:45:47
R61804,2022-05-15 01:28:29
R32362,2022-05-15 07:18:08
R21716,2022-05-15 17:42:24
R63220,2022-05-14 14:01:42
R35247,2022-05-15 17:49:55
R70349,2022-05-14 14:49:05
R65150,2022-05-15 03:13:09
R84815,2022-05-14 05:39:50
R22547,2022-05-14 18:50:25
R63105,2022-05-15 14:58:02
R66535,2022-05-15 05:14:30
R73297,2022-05-15 22:40:37
R29900,2022-05-15 17:34:22
R44159,2022-05-15 18:27:31
R11648,2022-05-15 03:13:50
R57014,2022-05-14 05:14:26
R83327,2022-05-14 00:30:34
R44482,2022-05-14 20:56:07
R14599,2022-05-15 04:15:26
R34276,2022-05-15 19:00:23
R35554,2022-05-14 20:29:42
R35405,2022-05-14 11:26:43
R60011,2022-05-14 01:57:53
R27293,2022-05-14 15:40:22
R86606,2022-05-14 19:51:36
R69574,2022-05-14 09:53:23
R35275,2022-05-15 22:10:10
R53886,2022-05-15 02:03:32
R23232,2022-05-15 03:50:04
R48152,2022-05-15 07:25:50
R37631,2022-05-14 01:06:37
R35883,2022-05-14 08:40:33
R64481,2022-05-15 17:16:48
R10370,2022-05-15 02:36:37
R44697,2022-05-14 11:49:20
R23712,2022-05-15 16:38:56
R55538,2022-05-15 01:20:14
R19545,2022-05-15 17:48:11
R87333,2022-05-15 03:25:11
R23113,2022-05-14 21:49:27
R58482,2022-05-14 22:43:31
R62336,2022-05-14 09:13:21
R69861,2022-05-14 08:57:01
R56789,2022-05-14 22:56:24
R70679,2022-05-14 16:45:12
R27681,2022-05-15 14:07:39
R56621,2022-05-14 17:38:30
R72438,2022-05-15 20:40:35
R21809,2022-05-15 15:38:04
R13478,2022-05-14 03:14:36
R62163,2022-05-15 13:17:19
R64674,2022-05-15 09:02:40
R89527,2022-05-14 23:08:33
R34072,2022-05-14 23:37:25
R25948,2022-05-15 02:00:13
R10222,2022-05-14 04:54:07
R11246,2022-05-15 14:59:36
R66256,2022-05-14 01:04:59
R35849,2022-05-14 02:16:04
R69539,2022-05-14 17:21:17
R38222,2022-05-15 23:46:59
R76437,2022-05-15 16:20:20
R57470,2022-05-14 09:30:12
R44772,2022-05-14 05:39:41
R58332,2022-05-15 08:36:50
R20101,2022-05-14 06:15:48
R88765,2022-05-15 09:47:03
R55609,2022-05-15 16:02:08
R74552,2022-05-15 23:13:05
R32403,2022-05-14 21:48:34
R80902,2022-05-15 07:31:38
R59165,2022-05-15 14:00:33
R35975,2022-05-14 17:18:53
R65734,2022-05-15 13:36:51
R57666,2022-05-15 06:59:26
R49421,2022-05-14 23:36:31
R46666,2022-05-14 05:50:48
R39290,2022-05-15 10:29:42
R47021,2022-05-14 08:04:15
R39462,2022-05-14 15:27:35
R34160,2022-05-14 00:31:13
R36878,2022-05-15 16:40:21
R70495,2022-05-14 17:01:34
R71504,2022-05-15 14:10:00
R20581,2022-05-14 15:57:41
R63160,2022-05-14 15:35:23
R66627,2022-05-15 00:23:09
R56819,2022-05-14 12:00:17
R84447,2022-05-14 02:52:00
R41713,2022-05-15 22:22:40
R84763,2022-05-15 19:42:02
R21476,2022-05-15 17:55:31
R83336,2022-05-15 00:35:58
R22820,2022-05-15 23:37:01
R59078,2022-05-14 09:43:19
R57546,2022-05-14 13:06:27
R70836,2022-05-14 22:31:51
R57305,2022-05-14 15:55:32
R57869,2022-05-14 11:46:11
R85905,2022-05-15 23:18:13
R66033,2022-05-15 03:04:19
R82992,2022-05-15 12:04:31
R28415,2022-05-14 22:06:43
R82902,2022-05-14 16:15:44
R12323,2022-05-15 15:48:43
R71508,2022-05-14 08:42:29
R10447,2022-05-14 23:46:55
R52458,2022-05-14 18:13:33
R32684,2022-05-14 13:29:03
R28299,2022-05-14 20:15:50
R30915,2022-05-14 03:31:26
R55663,2022-05-15 01:26:21
R83675,2022-05-15 07:56:54
R17960,2022-05-14 22:43:40
R19212,2022-05-14 07:44:02
R64668,2022-05-15 19:43:27
R53574,2022-05-14 10:26:11
R62527,2022-05-15 10:36:06
R85169,2022-05-14 05:03:41
R27165,2022-05-15 10:20:48
R86101,2022-05-14 17:04:35
R13589,2022-05-14 00:34:07
R22512,2022-05-14 01:23:05
R69708,2022-05-14 02:52:19
R80144,2022-05-15 08:35:45
R26267,2022-05-14 00:05:42
R16958,2022-05-14 12:04:49
R37503,2022-05-14 04:42:24
R80550,2022-05-15 13:39:18
R58746,2022-05-15 21:39:49
R17510,2022-05-14 23:13:12
R47004,2022-05-14 06:41:26
R57133,2022-05-14 06:59:39
R42114,2022-05-14 12:59:04
R18528,2022-05-15 04:08:32
R70617,2022-05-15 20:06:49
R56165,2022-05-15 10:59:30
R56539,2022-05-15 21:43:01
R72005,2022-05-14 04:47:12
R36362,2022-05-15 19:01:25
R86984,2022-05-14 20:14:38
R44279,2022-05-15 15:01:58
R49871,2022-05-15 04:45:00
R45869,2022-05-14 00:34:53
R24344,2022-05-15 17:45:04
R60106,2022-05-15 10:48:29
R52117,2022-05-14 05:46:21
R64605,2022-05-14 19:07:37
R86258,2022-05-15 11:36:04
R83153,2022-05-14 07:46:52
R46380,2022-05-14 14:00:11
R30585,2022-05-15 16:46:29
R10466,2022-05-14 22:42:37
R35861,2022-05-15 12:26:07
R38482,2022-05-15 23:39:13
R77363,2022-05-15 01:56:43
R56303,2022-05-14 22:21:22
R80110,2022-05-15 01:58:16
R29724,2022-05-15 14:05:01
R12839,2022-05-14 01:35:14
R27353,2022-05-15 17:13:54
R13892,2022-05-14 04:30:36
R57615,2022-05-14 19:24:17
R13284,2022-05-14 00:48:18
R17815,2022-05-14 11:42:49
R47538,2022-05-15 14:33:33
R31264,2022-05-15 03:21:52
R22819,2022-05-14 00:15:03
R57200,2022-05-14 19:29:26
R73099,2022-05-15 14:04:20
R31150,2022-05-14 22:19:00
R65090,2022-05-14 05:46:12
R13053,2022-05-14 10:37:35
R30688,2022-05-14 07:31:16
R85153,2022-05-14 07:44:08
R83543,2022-05-15 05:14:23
R46454,2022-05-14 08:08:38
R34498,2022-05-14 00:54:01
R29267,2022-05-15 06:50:42
R29082,2022-05-14 14:48:27
R87628,2022-05-14 11:27:34
R84273,2022-05-15 10:00:41
R67030,2022-05-15 16:36:32
R19010,2022-05-15 16:28:31
R11996,2022-05-14 05:02:52
R63478,2022-05-14 05:38:50
R83338,2022-05-15 14:19:54
R84303,2022-05-15 12:08:39
R33251,2022-05-14 08:12:43
R49699,2022-05-15 20:07:59
R42465,2022-05-15 10:03:54
R12698,2022-05-15 18:48:14
R78591,2022-05-14 21:29:56
R15359,2022-05-15 18:45:09
R54093,2022-05-14 14:45:05
R86121,2022-05-15 14:10:09
R67003,2022-05-14 08:56:59
R40042,2022-05-14 06:43:13
R75725,2022-05-15 19:07:32
R32714,2022-05-15 12:17:56
R40171,2022-05-15 21:45:13
R11956,2022-05-15 02:46:25
R44090,2022-05-15 03:53:11
R23199,2022-05-15 02:44:02
R21812,2022-05-15 18:49:14
R24540,2022-05-14 22:48:15
R60699,2022-05-15 09:10:28
R11260,2022-05-14 19:45:02
R63110,2022-05-15 02:25:41
R17667,2022-05-14 02:40:12
R57623,2022-05-15 12:03:29
R19136,2022-05-15 03:39:52
R19738,2022-05-14 17:09:44
R15948,2022-05-15 20:13:33
R63290,2022-05-14 19:16:46
R52673,2022-05-15 17:29:17
R63291,2022-05-15 05:44:20
R64675,2022-05-15 06:58:41
R89333,2022-05-15 21:24:38
R25889,2022-05-15 18:56:53
R85709,2022-05-15 07:29:59
R25881,2022-05-14 09:30:51
R85510,2022-05-15 03:31:46
R47799,2022-05-15 04:23:38
R71312,2022-05-15 11:41:35
R40451,2022-05-15 11:00:46
R50504,2022-05-15 02:37:33
R18840,2022-05-14 10:17:35
R49307,2022-05-15 10:11:21
R36738,2022-05-15 19:07:08
R78178,2022-05-14 10:03:24
R39643,2022-05-14 00:51:56
R53392,2022-05-15 02:08:51
R65318,2022-05-14 14:31:57
R45297,2022-05-15 09:23:01
R51623,2022-05-15 03:58:35
R24167,2022-05-14 14:06:39
R45101,2022-05-14 09:09:02
R70200,2022-05-15 11:09:11
R33523,2022-05-15 17:54:29
R62451,2022-05-15 01:51:23
R52698,2022-05-15 16:05:41
R51599,2022-05-15 10:22:40
R11994,2022-05-14 11:29:46
R72857,2022-05-15 03:11:31
R43987,2022-05-15 02:30:08
R30251,2022-05-15 14:50:43
R69390,2022-05-14 04:55:42
R88203,2022-05-14 19:30:50
R48021,2022-05-14 05:30:26
R70864,2022-05-14 01:23:11
R36050,2022-05-15 01:12:09
R44650,2022-05-14 20:00:54
R56067,2022-05-14 07:45:24
R47341,2022-05-15 11:44:07
R21415,2022-05-15 13:41:13
R41538,2022-05-15 13:08:32
R87685,2022-05-14 14:41:35
R56381,2022-05-15 11:30:13
R42368,2022-05-15 16:09:42
R31806,2022-05-15 04:31:56
R14890,2022-05-14 00:06:28
R57837,2022-05-14 16:17:56
R85487,2022-05-15 01:03:59
R51115,2022-05-14 11:11:23
R23041,2022-05-15 07:25:33
R12917,2022-05-15 18:59:02
R40935,2022-05-14 14:16:50
R83119,2022-05-15 15:52:51
R82239,2022-05-14 05:19:40
R10094,2022-05-14 22:15:32
R68000,2022-05-15 00:13:01
R12873,2022-05-14 21:40:36
R77799,2022-05-15 18:07:13
R88028,2022-05-14 17:55:33
R16125,2022-05-15 23:53:42
R52945,2022-05-15 00:05:10
R33601,2022-05-14 03:39:14
R24301,2022-05-14 12:06:29
R40393,2022-05-15 01:44:21
R16521,2022-05-14 13:03:19
R22743,2022-05-14 09:22:53
R64787,2022-05-14 05:12:31
R66146,2022-05-15 03:12:12
R39621,2022-05-14 19:16:23
R13400,2022-05-14 21:45:09
R88871,2022-05-15 03:27:17
R21014,2022-05-14 05:49:53
R87997,2022-05-15 06:42:44
R58309,2022-05-15 13:50:26
R59338,2022-05-14 09:57:22
R40607,2022-05-15 21:42:14
R35397,2022-05-14 10:45:15
R23326,2022-05-15 21:46:31
R27959,2022-05-14 11:12:24
R32379,2022-05-15 22:29:47
R33065,2022-05-14 06:51:51
R82627,2022-05-15 12:23:25
R61232,2022-05-15 00:15:24
R74480,2022-05-14 20:24:36
R21656,2022-05-15 23:05:20
R51023,2022-05-15 00:35:44
R81704,2022-05-14 11:03:14
R54937,2022-05-15 10:50:04
R51096,2022-05-14 16:39:40
R41010,2022-05-14 21:11:57
R72116,2022-05-15 05:20:44
R12098,2022-05-15 15:31:58
R63701,2022-05-15 21:39:49
R71141,2022-05-15 08:44:23
R56097,2022-05-15 17:26:27
R26673,2022-05-15 23:32:39
R82840,2022-05-14 15:27:45
R19482,2022-05-14 05:03:20
R52134,2022-05-15 04:42:43
R75489,2022-05-15 07:43:36
R42978,2022-05-15 09:27:24
R13755,2022-05-14 18:48:08
R65691,2022-05-15 06:07:01
R41016,2022-05-14 17:28:56
R50670,2022-05-15 12:16:21
R55966,2022-05-14 06:15:40
R65820,2022-05-15 18:08:50
R14456,2022-05-14 23:42:32
R79498,2022-05-15 03:40:11
R13507,2022-05-15 09:42:12
R43473,2022-05-15 08:01:13
R39356,2022-05-15 21:59:08
R51308,2022-05-14 04:33:02
R19041,2022-05-15 00:53:13
R15814,2022-05-15 20:33:12
R81602,2022-05-14 12:57:58
R88813,2022-05-14 01:33:56
R41505,2022-05-15 17:07:20
R40372,2022-05-14 01:11:07
R48801,2022-05-14 08:27:09
R11858,2022-05-14 21:31:47
R14544,2022-05-15 07:19:55
R61517,2022-05-15 21:54:50
R78398,2022-05-15 11:57:36
R60160,2022-05-14 21:13:25
R16499,2022-05-15 14:42:05
R52970,2022-05-15 00:39:32
R49610,2022-05-15 22:41:39
R71394,2022-05-15 04:02:39
R22524,2022-05-15 01:31:10
R71882,2022-05-15 12:49:15
R14913,2022-05-14 01:46:03
R41337,2022-05-15 11:36:36
R68143,2022-05-14 04:21:45
R17390,2022-05-14 13:35:02
R28563,2022-05-14 10:57:53
R52713,2022-05-15 02:46:38
R15751,2022-05-14 11:25:07
R71988,2022-05-15 15:58:15
R56364,2022-05-14 11:24:51
R61102,2022-05-15 06:04:55
R82263,2022-05-15 08:06:24
R33017,2022-05-15 02:50:49
R51018,2022-05-14 16:53:34
R78562,2022-05-14 04:58:11
R29539,2022-05-14 12:00:40
R89806,2022-05-15 09:25:58
R63183,2022-05-14 12:44:03
R70886,2022-05-14 03:41:54
R16061,2022-05-15 03:52:36
R63040,2022-05-14 04:10:31
R87341,2022-05-15 21:22:12
R15543,2022-05-14 23:10:34
R71412,2022-05-15 16:43:21
R42113,2022-05-15 18:26:24
R38915,2022-05-14 14:59:03
R18748,2022-05-14 13:02:21
R49532,2022-05-15 23:31:22
R38659,2022-05-15 16:58:12
R24738,2022-05-14 19:57:43
R14976,2022-05-14 02:15:34
R83299,2022-05-15 04:03:51
R51080,2022-05-14 19:11:34
R81420,2022-05-15 20:21:32
R22149,2022-05-14 04:34:02
R80202,2022-05-14 06:09:12
R75085,2022-05-15 23:55:53
R40438,2022-05-15 19:22:44
R75951,2022-05-15 19:53:26
R74278,2022-05-15 17:24:17
R15896,2022-05-14 14:03:41
R40235,2022-05-14 09:03:48
R51952,2022-05-15 02:56:28
R16325,2022-05-15 14:57:09
R32167,2022-05-14 23:09:23
R89832,2022-05-14 18:31:05
R32854,2022-05-14 21:30:35
R65838,2022-05-14 09:07:20
R44287,2022-05-15 07:03:04
R64231,2022-05-15 16:21:05
R22593,2022-05-15 01:32:22
R54988,2022-05-14 12:04:02
R76380,2022-05-15 06:56:06
R38931,2022-05-14 02:18:28
R58351,2022-05-14 11:58:04
R82952,2022-05-14 22:06:40
R60851,2022-05-14 11:51:23
R29680,2022-05-14 08:24:43
R73041,2022-05-15 06:58:01
R57573,2022-05-15 09:07:43
R69940,2022-05-14 18:05:53
R58085,2022-05-15 00:22:53
R79490,2022-05-15 21:06:54
R87307,2022-05-15 04:40:09
R53130,2022-05-14 05:43:56
R53179,2022-05-15 09:41:38
R65625,2022-05-14 06:28:46
R15281,2022-05-15 16:57:00
R59470,2022-05-15 00:19:42
R27438,2022-05-14 19:07:03
R85729,2022-05-14 09:12:22
R28950,2022-05-14 00:33:37
R59979,2022-05-14 13:59:34
R20482,2022-05-15 00:16:13
R55805,2022-05-14 03:28:37
R77687,2022-05-15 23:49:26
R25406,2022-05-14 09:01:57
R33932,2022-05-15 06:16:15
R61989,2022-05-14 00:04:19
R46513,2022-05-15 23:02:04
R33399,2022-05-15 18:36:55
R44079,2022-05-14 04:08:14
R34510,2022-05-14 01:30:38
R15251,2022-05-15 19:28:59
R38787,2022-05-15 22:28:24
R53788,2022-05-14 13:50:50
R89915,2022-05-15 03:27:59
R22250,2022-05-14 01:27:14
R66387,2022-05-15 10:58:14
R65813,2022-05-14 20:05:14
R27032,2022-05-14 02:56:08
R87179,2022-05-15 01:48:00
R38378,2022-05-15 08:10:58
R54270,2022-05-14 09:16:40
R81082,2022-05-15 00:08:53
R25507,2022-05-15 04:24:42
R41947,2022-05-14 20:22:53
R63083,2022-05-15 03:22:36
R53514,2022-05-15 12:56:53
R12868,2022-05-14 15:46:00
R79645,2022-05-15 23:59:31
R36555,2022-05-14 16:57:06
R25122,2022-05-15 21:33:32
R52321,2022-05-15 10:23:35
R79245,2022-05-15 01:04:35
R81862,2022-05-14 20:08:40
R13894,2022-05-14 05:55:37
R30962,2022-05-14 21:27:17
R15482,2022-05-15 13:10:44
R73755,2022-05-14 22:27:31
R34118,2022-05-15 22:24:49
R15105,2022-05-15 15:05:47
R41406,2022-05-14 19:05:15
R86832,2022-05-14 11:51:48
R23127,2022-05-15 19:48:00
R25763,2022-05-15 22:43:57
R61368,2022-05-15 09:52:05
R65621,2022-05-15 12:54:28
R49950,2022-05-14 22:43:21
R27330,2022-05-14 15:50:36
R52481,2022-05-15 15:23:35
R27829,2022-05-14 07:27:03
R59755,2022-05-14 02:39:40
R41476,2022-05-15 19:42:47
R12204,2022-05-14 13:23:55
R48783,2022-05-14 11:31:06
R81179,2022-05-15 06:10:37
R88531,2022-05-14 21:45:11
R68661,2022-05-15 05:40:40
R25638,2022-05-15 21:37:14
R62409,2022-05-14 13:10:12
R38098,2022-05-14 03:09:09
R86466,2022-05-15 13:03:28
R64111,2022-05-15 04:34:48
R51473,2022-05-14 11:21:59
R57062,2022-05-15 07:55:21
R84035,2022-05-15 04:53:05
R31451,2022-05-15 06:09:17
R82130,2022-05-15 06:35:12
R71332,2022-05-15 19:18:25
R59028,2022-05-14 19:26:44
R87598,2022-05-15 11:32:50
R36488,2022-05-14 22:16:14
R42432,2022-05-14 19:15:40
R65788,2022-05-14 05:01:30
R40122,2022-05-15 01:16:29
R76955,2022-05-15 02:25:46
R19030,2022-05-14 01:58:51
R21097,2022-05-15 01:57:10
R78880,2022-05-14 10:18:48
R53757,2022-05-15 09:20:30
R61624,2022-05-14 22:08:31
R22142,2022-05-14 12:44:53
R63012,2022-05-15 01:01:40
R15052,2022-05-15 13:28:11
R88750,2022-05-14 16:15:03
R10841,2022-05-14 18:59:55
R34636,2022-05-15 00:21:57
R63002,2022-05-15 18:55:42
R10299,2022-05-14 23:43:56
R19444,2022-05-15 15:37:04
R71904,2022-05-14 23:04:11
R79886,2022-05-14 17:15:59
R59224,2022-05-15 11:43:16
R85396,2022-05-15 14:51:06
R54376,2022-05-14 14:52:12
R42109,2022-05-15 17:18:40
R59689,2022-05-15 02:03:10
R57966,2022-05-14 13:08:22
R36224,2022-05-15 08:34:08
R67462,2022-05-14 09:49:29
R16239,2022-05-15 02:26:05
R31435,2022-05-14 15:47:00
R69008,2022-05-14 23:50:55
R25859,2022-05-15 00:54:15
R15567,2022-05-15 07:46:02
R18924,2022-05-15 15:19:00
R51596,2022-05-15 23:42:30
R58717,2022-05-15 20:29:28
R62595,2022-05-14 00:02:07
R64812,2022-05-14 22:56:01
R24332,2022-05-15 02:42:22
R86633,2022-05-14 07:29:44
R39860,2022-05-14 01:52:18
R20006,2022-05-15 16:04:10
R14113,2022-05-15 00:28:09
R50073,2022-05-14 05:42:59
R55643,2022-05-15 07:16:23
R70825,2022-05-15 19:48:23
R89383,2022-05-14 23:37:05
R68673,2022-05-15 09:14:29
R45274,2022-05-15 06:57:02
R31311,2022-05-15 03:13:45
R45907,2022-05-15 19:56:03
R46417,2022-05-15 04:46:26
R34796,2022-05-15 03:17:22
R67284,2022-05-14 23:19:23
R72819,2022-05-14 10:13:35
R55413,2022-05-15 08:51:29
R85718,2022-05-14 20:56:56
R64894,2022-05-15 10:04:52
R30839,2022-05-14 02:08:34
R41804,2022-05-15 19:55:51
R38752,2022-05-14 12:13:53
R40627,2022-05-15 17:39:09
R48425,2022-05-14 20:43:52
R77835,2022-05-15 18:16:18
R77282,2022-05-14 05:29:26
R38628,2022-05-15 11:41:28
R62775,2022-05-14 04:18:11
R81337,2022-05-14 09:42:18
R77640,2022-05-15 21:17:09
R37703,2022-05-15 13:20:13
R77562,2022-05-14 03:33:03
R46139,2022-05-14 09:29:06
R64551,2022-05-15 17:57:39
R73096,2022-05-15 09:54:55
R83681,2022-05-14 09:06:25
R75762,2022-05-14 20:29:30
R71529,2022-05-14 01:57:18
R27729,2022-05-14 09:38:10
R11966,2022-05-15 08:13:09
R71375,2022-05-14 00:35:41
R10022,2022-05-14 01:45:36
R78332,2022-05-14 03:38:01
R29118,2022-05-14 00:30:31
R39854,2022-05-14 12:25:28
R33544,2022-05-15 23:36:34
R78143,2022-05-14 10:30:43
R68091,2022-05-15 07:35:16
R39367,2022-05-14 19:50:16
R89503,2022-05-14 08:40:40
R61327,2022-05-15 11:43:07
R62089,2022-05-14 14:53:13
R19970,2022-05-14 15:34:54
R63959,2022-05-14 04:15:34
R24902,2022-05-14 10:48:28
R32650,2022-05-14 11:37:12
R51247,2022-05-15 14:52:50
R70663,2022-05-15 02:55:12
R34504,2022-05-15 07:49:07
R63883,2022-05-14 11:07:58
R19807,2022-05-14 00:30:24
R75487,2022-05-15 22:43:32
R56125,2022-05-14 12:53:08
R53328,2022-05-15 22:42:46
R42472,2022-05-15 06:02:11
R44577,2022-05-15 16:32:53
R41009,2022-05-15 06:21:41
R57050,2022-05-14 21:41:45
R52889,2022-05-14 05:24:25
R27761,2022-05-14 17:04:07
R26718,2022-05-14 03:00:54
R46136,2022-05-15 18:09:50
R70520,2022-05-14 13:06:46
R53186,2022-05-14 05:50:46
R28213,2022-05-14 11:33:10
R51515,2022-05-15 04:01:29
R20003,2022-05-15 21:02:29
R76289,2022-05-15 11:17:35
R22050,2022-05-14 07:26:37
R55743,2022-05-15 21:09:59
R24194,2022-05-14 08:51:08
R42088,2022-05-14 21:23:42
R62500,2022-05-15 01:09:02
R39696,2022-05-14 02:15:30
R55051,2022-05-15 18:11:36
R28119,2022-05-15 02:20:14
R14277,2022-05-15 07:30:03
R67233,2022-05-15 16:26:25
R35506,2022-05-15 10:54:09
R89845,2022-05-14 05:59:16
R73977,2022-05-14 18:20:19
R35161,2022-05-14 18:12:52
R69297,2022-05-15 23:14:09
R38640,2022-05-14 14:14:21
R50769,2022-05-14 20:43:50
R23738,2022-05-15 17:15:47
R45064,2022-05-14 20:40:01
R40410,2022-05-15 16:15:31
R36550,2022-05-15 12:14:54
R48684,2022-05-14 05:41:32
R76557,2022-05-14 20:03:02
R36237,2022-05-14 12:36:18
R28257,2022-05-14 05:19:20
R71511,2022-05-14 03:36:35
R65662,2022-05-14 08:14:15
R70264,2022-05-14 05:05:01
R44196,2022-05-14 13:10:56
R42748,2022-05-15 02:21:01
R42032,2022-05-14 08:57:14
R37299,2022-05-14 06:32:25
R38950,2022-05-15 14:12:25
R29765,2022-05-15 12:34:24
R28968,2022-05-15 07:42:26
R76297,2022-05-15 17:39:22
R84322,2022-05-15 01:34:19
R87788,2022-05-15 11:46:23
R62556,2022-05-15 14:37:07
R30203,2022-05-14 06:41:49
R22426,2022-05-14 07:19:17
R35421,2022-05-15 18:53:38
R42074,2022-05-14 04:47:46
R88630,2022-05-14 14:51:38
R17130,2022-05-14 17:52:15
R77839,2022-05-15 12:54:35
R15082,2022-05-14 03:10:20
R31542,2022-05-14 01:11:23
R60069,2022-05-14 17:24:40
R29801,2022-05-15 11:57:10
R16399,2022-05-15 00:42:43
R76230,2022-05-15 13:34:50
R63001,2022-05-14 16:47:28
R12640,2022-05-14 17:43:30
R79011,2022-05-15 20:02:42
R36397,2022-05-14 20:21:38
R61510,2022-05-15 22:50:00
R24119,2022-05-14 23:59:26
R35301,2022-05-14 15:28:26
R85909,2022-05-15 16:10:59
R30788,2022-05-15 20:39:15
R71403,2022-05-14 05:50:34
R86260,2022-05-15 12:50:22
R31609,2022-05-15 04:52:05
R35766,2022-05-14 18:11:55
R10472,2022-05-14 13:50:18
R28930,2022-05-14 00:04:19
R59860,2022-05-15 12:42:41
R69088,2022-05-15 19:41:44
R89265,2022-05-15 23:23:34
R22443,2022-05-15 08:27:49
R62143,2022-05-15 20:58:13
R59826,2022-05-15 06:26:44
R80381,2022-05-14 14:59:44
R13888,2022-05-15 22:16:08
R43948,2022-05-14 22:00:48
R68699,2022-05-14 22:54:55
R46071,2022-05-14 21:30:57
R82078,2022-05-15 22:54:38
R69066,2022-05-15 21:46:58
R35697,2022-05-14 20:12:54
R60133,2022-05-15 23:18:26
R16612,2022-05-14 00:12:07
R49658,2022-05-14 06:09:17
R84594,2022-05-15 17:43:41
R54592,2022-05-14 13:05:52
R56854,2022-05-15 10:07:35
R41869,2022-05-15 17:57:36
R23564,2022-05-15 14:33:04
R18480,2022-05-14 19:03:20
R16411,2022-05-14 12:04:19
R69701,2022-05-14 15:23:01
R33047,2022-05-14 01:43:36
R13195,2022-05-15 11:28:00
R76875,2022-05-14 07:04:14
R30691,2022-05-15 05:20:53
R18933,2022-05-15 18:04:13
R38493,2022-05-15 20:48:32
R50218,2022-05-14 03:34:01
R14458,2022-05-14 17:58:59
R73535,2022-05-15 07:11:25
R62408,2022-05-15 03:51:33
R45802,2022-05-15 04:53:58
R73636,2022-05-14 13:29:12
R52897,2022-05-15 14:28:46
R21975,2022-05-15 15:29:10
R63064,2022-05-15 04:25:42
R15183,2022-05-15 18:37:53
R84645,2022-05-15 14:59:02
R81354,2022-05-14 04:26:03
R25239,2022-05-14 04:54:53
R22480,2022-05-14 03:35:39
R12520,2022-05-14 04:15:15
R56671,2022-05-15 10:58:12
R50975,2022-05-14 17:14:16
R47255,2022-05-15 10:10:12
R77388,2022-05-14 16:09:38
R56619,2022-05-15 17:08:39
R60832,2022-05-14 03:19:41
R81711,2022-05-14 14:55:20
R68450,2022-05-15 17:16:32
R59448,2022-05-14 12:55:11
R69151,2022-05-14 07:14:43
R29786,2022-05-14 23:12:41
R54464,2022-05-15 01:00:16
R19308,2022-05-14 21:46:23
R45193,2022-05-14 19:50:22
R18776,2022-05-15 17:16:38
R89776,2022-05-15 02:05:26
R23495,2022-05-14 10:28:00
R17723,2022-05-14 03:21:45
R80003,2022-05-15 18:28:16
R57099,2022-05-15 00:24:41
R75421,2022-05-14 23:11:47
R53794,2022-05-15 21:37:27
R53472,2022-05-15 23:11:44
R33571,2022-05-14 09:25:36
R70999,2022-05-15 14:44:30
R73982,2022-05-14 20:53:17
R53581,2022-05-14 23:32:54
R28395,2022-05-14 17:23:59
R14011,2022-05-15 22:51:30
R46413,2022-05-15 01:20:51
R48579,2022-05-15 05:02:48
R18918,2022-05-14 00:58:26
R69535,2022-05-15 19:07:19
R16826,2022-05-15 19:27:34
R30370,2022-05-15 04:03:39
R72807,2022-05-14 09:20:54
R78410,2022-05-15 04:53:02
