RatingID	facility_id	OwnerID	ActivityDate	Fine	score
R30839	FA0222981	OW0007018	2020-11-07	308	92
R41804	FA0225987	OW0007019	2018-09-16	289	92
R38752	FA0165616	OW0007020	2020-05-22	166	98
R40627	FA0240807	OW0007021	2019-09-11	263	98
R48425	FA0165645	OW0007022	2018-08-24	312	96
R77835	FA0063659	OW0007023	2019-12-12	452	96
R77282	FA0249486	OW0007024	2018-03-05	214	96
R38628	FA0048529	OW0007025	2019-05-15	189	95
R62775	FA0223639	OW0007026	2019-08-04	247	95
R81337	FA0043706	OW0007027	2020-04-24	177	95
R77640	FA0061258	OW0007028	2018-08-27	105	95
R37703	FA0250632	OW0007029	2019-03-11	259	95
R77562	FA0020093	OW0007030	2019-02-23	176	95
R46139	FA0247757	OW0007031	2018-09-19	406	95
R64551	FA0026196	OW0007032	2020-06-03	487	95
R73096	FA0246052	OW0007033	2018-11-07	270	92
R83681	FA0018052	OW0007034	2020-10-04	396	92
R75762	FA0166203	OW0007035	2018-07-27	288	92
R71529	FA0246017	OW0007036	2020-05-24	171	92
R27729	FA0245466	OW0007037	2020-11-28	292	92
R11966	FA0020117	OW0007038	2018-10-11	172	92
R71375	FA0054429	OW0007039	2020-03-24	416	92
R10022	FA0160247	OW0007040	2018-06-15	360	93
R78332	FA0172392	OW0007041	2019-07-10	442	93
R29118	FA0027032	OW0007042	2020-12-09	375	93
R39854	FA0202992	OW0007043	2019-05-20	187	93
R33544	FA0250873	OW0007044	2018-05-04	124	90
R78143	FA0177489	OW0007045	2018-03-01	249	90
R68091	FA0137837	OW0007046	2020-03-04	113	90
R39367	FA0005494	OW0007047	2019-02-05	198	90
R89503	FA0022506	OW0007048	2019-12-04	118	97
R61327	FA0179158	OW0007049	2018-08-09	286	97
R62089	FA0170385	OW0007050	2020-03-14	292	97
R19970	FA0031237	OW0007051	2019-04-08	303	97
R63959	FA0071854	OW0007052	2020-05-26	234	97
R24902	FA0063773	OW0007053	2020-02-26	105	97
R32650	FA0063950	OW0007054	2018-10-20	177	93
R51247	FA0011047	OW0007055	2019-09-14	192	93
R70663	FA0042765	OW0007056	2019-05-26	130	93
R34504	FA0239918	OW0007057	2018-11-27	395	93
R63883	FA0028369	OW0007058	2018-09-09	265	93
R19807	FA0061445	OW0007059	2018-04-18	369	90
R75487	FA0021849	OW0007060	2020-07-02	161	90
R56125	FA0203910	OW0007061	2018-07-26	284	90
R53328	FA0222994	OW0007062	2018-04-24	129	90
R42472	FA0248290	OW0007063	2018-03-16	479	90
R44577	FA0066868	OW0007064	2019-05-27	296	90
R41009	FA0020307	OW0007065	2019-06-27	104	90
R57050	FA0061780	OW0007066	2020-08-21	262	97
R52889	FA0038760	OW0007067	2019-07-11	226	97
R27761	FA0020047	OW0007068	2018-08-13	286	97
R26718	FA0068637	OW0007069	2018-11-13	352	98
R46136	FA0137013	OW0007070	2019-03-24	365	98
R70520	FA0074133	OW0007071	2018-05-26	299	90
R53186	FA0222765	OW0007072	2018-03-28	332	90
R28213	FA0011930	OW0007073	2020-05-10	362	90
R51515	FA0165810	OW0007074	2018-02-16	188	90
R20003	FA0247991	OW0007075	2018-06-01	143	90
R76289	FA0032066	OW0007076	2020-12-19	256	90
R22050	FA0041921	OW0007077	2019-09-02	150	90
R55743	FA0057987	OW0007078	2019-06-01	361	90
R24194	FA0044510	OW0007079	2019-05-11	120	99
R42088	FA0051768	OW0007080	2019-05-17	192	90
R62500	FA0043616	OW0007081	2020-08-27	336	90
R39696	FA0138985	OW0007082	2020-10-03	482	90
R55051	FA0074288	OW0007083	2020-12-05	119	90
R28119	FA0011015	OW0007084	2020-07-07	323	90
R14277	FA0176119	OW0007085	2018-06-14	263	90
R67233	FA0138986	OW0007086	2018-08-27	487	90
R35506	FA0251253	OW0007087	2018-09-01	357	90
R89845	FA0069168	OW0007088	2019-03-06	304	90
R73977	FA0175526	OW0007089	2020-10-04	419	94
R35161	FA0060276	OW0007090	2020-11-19	218	94
R69297	FA0074231	OW0007091	2020-08-06	176	94
R38640	FA0047889	OW0007092	2019-04-16	144	94
R50769	FA0239114	OW0007093	2018-02-11	258	94
R23738	FA0028580	OW0007094	2020-05-06	330	96
R45064	FA0247881	OW0007095	2020-10-14	340	96
R40410	FA0054503	OW0007096	2020-12-07	392	96
R36550	FA0224560	OW0007097	2019-10-28	448	95
R48684	FA0033414	OW0007098	2018-12-11	173	95
R76557	FA0028892	OW0007099	2020-05-15	185	95
R36237	FA0023487	OW0007100	2019-03-28	440	95
R28257	FA0055736	OW0007101	2020-10-05	113	86
R71511	FA0026079	OW0007102	2019-07-03	407	86
R65662	FA0007136	OW0007103	2019-09-13	193	86
R70264	FA0178550	OW0007104	2018-10-23	350	86
R44196	FA0052355	OW0007105	2020-11-14	342	86
R42748	FA0225467	OW0007106	2018-11-08	478	86
R42032	FA0165160	OW0007107	2020-06-23	133	86
R37299	FA0063142	OW0007108	2018-10-06	379	86
R38950	FA0061151	OW0007109	2018-12-21	453	86
R29765	FA0224586	OW0007110	2019-08-15	154	86
R28968	FA0249243	OW0007111	2018-10-28	279	99
R76297	FA0046657	OW0007112	2020-12-06	380	97
R84322	FA0056371	OW0007113	2019-11-22	400	97
R87788	FA0243197	OW0007114	2020-07-20	335	97
R62556	FA0249798	OW0007115	2018-11-09	406	90
R30203	FA0175804	OW0007116	2018-08-18	300	90
R22426	FA0244639	OW0007117	2018-02-10	186	90
R35421	FA0244723	OW0007118	2018-02-20	483	90
R42074	FA0225811	OW0007119	2020-11-28	246	90
R88630	FA0174977	OW0007120	2018-09-08	180	93
R17130	FA0004830	OW0007121	2019-05-19	265	93
R77839	FA0203292	OW0007122	2018-12-12	349	93
R15082	FA0063958	OW0007123	2020-08-07	458	93
R31542	FA0053340	OW0007124	2018-12-14	473	93
R60069	FA0164943	OW0007125	2019-02-10	183	93
R29801	FA0244575	OW0007126	2019-09-04	290	99
R16399	FA0065843	OW0007127	2018-06-10	130	99
R76230	FA0021703	OW0007128	2020-04-26	466	90
R63001	FA0062985	OW0007129	2018-07-19	308	90
R12640	FA0149788	OW0007130	2020-10-26	466	90
R79011	FA0156874	OW0007131	2019-07-04	245	90
R36397	FA0061446	OW0007132	2020-10-24	388	90
R61510	FA0044525	OW0007133	2018-02-02	367	90
R24119	FA0012996	OW0007134	2019-05-22	263	90
R35301	FA0072512	OW0007135	2018-04-28	375	90
R85909	FA0149306	OW0007136	2020-02-06	193	90
R30788	FA0240919	OW0007137	2020-09-06	372	81
R71403	FA0064674	OW0007138	2020-09-08	154	81
R86260	FA0245277	OW0007139	2020-07-14	136	81
R31609	FA0251212	OW0007140	2019-07-09	305	81
R35766	FA0250636	OW0007141	2019-08-09	380	81
R10472	FA0251107	OW0007142	2020-10-18	394	81
R28930	FA0138746	OW0007143	2020-04-14	124	81
R59860	FA0010941	OW0007144	2019-10-22	448	95
R69088	FA0151555	OW0007145	2018-02-06	488	95
R89265	FA0151537	OW0007146	2018-11-13	435	95
R22443	FA0160038	OW0007147	2020-11-13	319	95
R62143	FA0050887	OW0007148	2018-02-22	208	91
R59826	FA0245226	OW0007149	2018-11-11	400	91
R80381	FA0143119	OW0007150	2018-06-22	235	91
R13888	FA0019516	OW0007151	2019-06-23	300	91
R43948	FA0051576	OW0007152	2020-05-12	293	96
R68699	FA0021391	OW0007153	2019-12-21	234	96
R46071	FA0065196	OW0007154	2020-07-25	224	96
R82078	FA0051379	OW0007155	2019-07-07	294	96
R69066	FA0005026	OW0007156	2018-07-11	393	90
R35697	FA0010305	OW0007157	2019-10-26	281	90
R60133	FA0137398	OW0007158	2019-10-21	260	90
R16612	FA0226362	OW0007159	2018-06-16	347	90
R49658	FA0010230	OW0007160	2019-07-28	346	90
R84594	FA0068222	OW0007161	2019-02-05	359	90
R54592	FA0009548	OW0007162	2019-02-01	444	90
R56854	FA0058032	OW0007163	2019-03-28	218	97
R41869	FA0039611	OW0007164	2020-06-08	338	97
R23564	FA0241452	OW0007165	2019-02-04	236	97
R18480	FA0251025	OW0007166	2018-09-10	339	91
R16411	FA0061530	OW0007167	2018-03-06	244	91
R69701	FA0245329	OW0007168	2019-04-08	227	91
R33047	FA0177117	OW0007169	2019-04-08	315	91
R13195	FA0239926	OW0007170	2019-07-02	151	91
R76875	FA0067743	OW0007171	2019-06-22	135	96
R30691	FA0240537	OW0007172	2019-11-13	338	96
R18933	FA0180912	OW0007173	2019-10-06	282	96
R38493	FA0248417	OW0007174	2020-11-18	402	96
R50218	FA0241427	OW0007175	2018-08-01	332	90
R14458	FA0029211	OW0007176	2019-11-12	258	90
R73535	FA0072610	OW0007177	2020-06-13	411	90
R62408	FA0020855	OW0007178	2020-04-19	491	90
R45802	FA0242051	OW0007179	2018-06-18	132	90
R73636	FA0242902	OW0007180	2018-04-28	255	90
R52897	FA0171548	OW0007181	2018-05-27	499	90
R21975	FA0057591	OW0007182	2020-08-14	396	90
R63064	FA0166651	OW0007183	2020-06-10	375	90
R15183	FA0066124	OW0007184	2020-09-22	104	91
R84645	FA0034655	OW0007185	2020-06-09	231	91
R81354	FA0007128	OW0007186	2019-12-25	194	91
R25239	FA0166609	OW0007187	2018-09-20	240	91
R22480	FA0044225	OW0007188	2020-07-02	471	91
R12520	FA0139324	OW0007189	2018-07-22	400	91
R56671	FA0251316	OW0007190	2018-09-01	466	93
R50975	FA0052697	OW0007191	2020-06-05	179	93
R47255	FA0065207	OW0007192	2019-04-22	400	93
R77388	FA0017361	OW0007193	2018-09-24	347	93
R56619	FA0222838	OW0007194	2019-04-22	483	93
R60832	FA0166184	OW0007195	2020-07-21	291	93
R81711	FA0158289	OW0007196	2020-08-20	313	90
R68450	FA0170464	OW0007197	2020-12-27	140	90
R59448	FA0065925	OW0007198	2018-03-07	245	90
R69151	FA0137679	OW0007199	2018-05-20	223	90
R29786	FA0239203	OW0007200	2018-03-14	434	90
R54464	FA0008860	OW0007201	2018-08-20	352	90
R19308	FA0042722	OW0007202	2020-06-09	432	90
R45193	FA0013704	OW0007203	2018-08-01	346	90
R18776	FA0053075	OW0007204	2019-07-11	117	90
R89776	FA0022842	OW0007205	2019-06-01	267	90
R23495	FA0175382	OW0007206	2020-06-06	341	90
R17723	FA0009797	OW0007207	2020-04-12	216	90
R80003	FA0013948	OW0007208	2020-02-03	448	90
R57099	FA0051129	OW0007209	2020-03-02	363	90
R75421	FA0029170	OW0007210	2020-08-06	102	90
R53794	FA0047856	OW0007211	2020-02-10	122	97
R53472	FA0175186	OW0007212	2020-09-20	126	97
R33571	FA0070292	OW0007213	2018-11-07	100	93
R70999	FA0049824	OW0007214	2019-04-19	496	93
R73982	FA0142294	OW0007215	2019-09-05	487	93
R53581	FA0055395	OW0007216	2020-11-14	187	93
R28395	FA0002985	OW0007217	2019-06-02	132	93
R14011	FA0029927	OW0007218	2019-05-07	188	93
R46413	FA0016846	OW0007219	2019-02-17	135	96
R48579	FA0245837	OW0007220	2019-11-14	414	96
R18918	FA0167150	OW0007221	2019-12-04	412	96
R69535	FA0166940	OW0007222	2020-05-11	229	96
R16826	FA0167121	OW0007223	2019-02-03	161	99
R30370	FA0048342	OW0007224	2020-08-02	107	90
R72807	FA0018927	OW0007225	2019-09-14	122	90
R78410	FA0074309	OW0007226	2019-12-26	186	90
R22339	FA0030742	OW0007227	2018-03-11	141	90
R81479	FA0005721	OW0007228	2019-04-03	421	90
R87086	FA0159305	OW0007229	2020-12-13	145	90
R82540	FA0250705	OW0007230	2019-07-26	439	90
R12782	FA0032183	OW0007231	2019-03-16	457	94
R44543	FA0062767	OW0007232	2019-11-24	410	94
R79830	FA0016951	OW0007233	2019-05-24	335	94
R24877	FA0166462	OW0007234	2018-07-26	149	94
R89815	FA0073884	OW0007235	2019-03-24	458	94
R75116	FA0042712	OW0007236	2018-03-21	310	94
R45511	FA0007885	OW0007237	2020-12-14	330	94
R49397	FA0038960	OW0007238	2019-09-16	245	94
R32520	FA0036323	OW0007239	2020-03-23	120	94
R22073	FA0053448	OW0007240	2020-05-10	119	94
R41533	FA0138041	OW0007241	2019-12-28	343	94
R77059	FA0007703	OW0007242	2018-08-23	491	92
R89904	FA0004633	OW0007243	2020-07-10	367	92
R46292	FA0175716	OW0007244	2019-12-01	295	92
R60163	FA0174144	OW0007245	2018-08-15	135	92
R46552	FA0025291	OW0007246	2019-05-15	290	92
R70309	FA0039117	OW0007247	2018-04-20	382	92
R42080	FA0066429	OW0007248	2018-11-22	464	92
R23501	FA0141766	OW0007249	2020-07-20	452	91
R57750	FA0006518	OW0007250	2020-02-07	236	91
R88011	FA0018425	OW0007251	2020-02-14	248	91
R59610	FA0044090	OW0007252	2018-02-12	441	91
R55236	FA0165415	OW0007253	2018-09-13	417	91
R13731	FA0017108	OW0007254	2020-03-05	475	94
R81907	FA0250881	OW0007255	2018-07-27	432	94
R40779	FA0061475	OW0007256	2020-10-14	168	94
R11079	FA0179688	OW0007257	2019-12-19	292	94
R89359	FA0250991	OW0007258	2020-02-21	299	93
R45406	FA0172031	OW0007259	2020-08-01	481	93
R81386	FA0044407	OW0007260	2019-12-22	333	93
R12077	FA0158921	OW0007261	2018-05-08	449	93
R62766	FA0249878	OW0007262	2018-03-09	416	93
R31453	FA0051633	OW0007263	2020-06-20	500	93
R40000	FA0032440	OW0007264	2019-09-23	441	93
R71535	FA0057304	OW0007265	2018-03-25	305	93
R27739	FA0251162	OW0007266	2020-11-11	392	93
R15153	FA0244578	OW0007267	2020-12-16	264	93
R75457	FA0063648	OW0007268	2019-08-22	323	93
R75065	FA0142144	OW0007269	2020-10-26	227	93
R58032	FA0022597	OW0007270	2018-09-16	285	93
R62230	FA0138855	OW0007271	2020-05-17	420	91
R56209	FA0158541	OW0007272	2019-11-12	264	91
R39373	FA0030334	OW0007273	2019-11-12	131	91
R89391	FA0072029	OW0007274	2020-10-20	274	91
R19059	FA0066614	OW0007275	2018-11-20	145	91
R57405	FA0004779	OW0007276	2020-12-07	231	91
R33072	FA0012244	OW0007277	2018-03-12	441	91
R17864	FA0242793	OW0007278	2020-04-27	383	91
R67746	FA0050430	OW0007279	2018-02-04	104	91
R16903	FA0060598	OW0007280	2018-03-21	434	91
R89172	FA0156769	OW0007281	2018-10-07	188	91
R51740	FA0245567	OW0007282	2019-04-03	233	91
R31464	FA0045997	OW0007283	2018-10-22	393	91
R68906	FA0156561	OW0007284	2018-10-23	468	91
R84862	FA0064404	OW0007285	2020-10-27	415	90
R15527	FA0027683	OW0007286	2019-08-02	258	90
R27818	FA0160304	OW0007287	2018-09-17	374	90
R36616	FA0138551	OW0007288	2018-05-11	236	90
R89482	FA0180820	OW0007289	2020-09-01	408	90
R49906	FA0243576	OW0007290	2020-12-13	401	90
R65253	FA0071536	OW0007291	2018-03-13	286	92
R14331	FA0240917	OW0007292	2019-10-07	160	92
R67139	FA0244533	OW0007293	2020-06-23	317	92
R17797	FA0136694	OW0007294	2018-06-15	401	92
R43836	FA0072205	OW0007295	2018-08-09	158	92
R79824	FA0072945	OW0007296	2018-09-10	249	94
R28336	FA0203713	OW0007297	2019-05-16	289	94
R72490	FA0243105	OW0007298	2019-09-14	287	94
R58008	FA0163653	OW0007299	2019-09-28	133	94
R68956	FA0071300	OW0007300	2019-02-27	456	94
R80427	FA0067647	OW0007301	2019-11-23	366	93
R10125	FA0004257	OW0007302	2018-08-22	149	93
R22916	FA0027949	OW0007303	2020-11-23	496	93
R31179	FA0031255	OW0007304	2018-07-08	382	93
R69733	FA0066639	OW0007305	2020-10-06	142	93
R25158	FA0170207	OW0007306	2019-04-05	388	94
R25336	FA0222495	OW0007307	2018-06-11	100	94
R44092	FA0014021	OW0007308	2019-04-12	131	94
R37864	FA0240478	OW0007309	2018-03-05	180	94
R65604	FA0071440	OW0007310	2020-09-26	475	94
R10133	FA0143204	OW0007311	2019-08-28	143	86
R32668	FA0158015	OW0007312	2020-06-01	399	86
R37405	FA0004854	OW0007313	2019-09-24	279	86
R17309	FA0023958	OW0007314	2018-10-09	113	86
R63362	FA0003827	OW0007315	2019-03-15	495	86
R10550	FA0036929	OW0007316	2020-07-26	482	86
R19236	FA0248577	OW0007317	2020-11-13	186	86
R46398	FA0009514	OW0007318	2020-07-18	167	86
R53359	FA0051867	OW0007319	2018-07-14	418	86
R79176	FA0048133	OW0007320	2019-10-25	150	86
R66552	FA0044697	OW0007321	2020-09-07	293	91
R74630	FA0224572	OW0007322	2020-02-05	157	91
R48790	FA0041849	OW0007323	2019-05-28	488	91
R89229	FA0250717	OW0007324	2018-04-23	250	91
R84769	FA0071544	OW0007325	2019-07-12	269	91
R46289	FA0244314	OW0007326	2020-04-28	325	97
R50007	FA0020704	OW0007327	2019-11-11	263	97
R15407	FA0013452	OW0007328	2019-02-19	149	97
R58303	FA0042968	OW0007329	2020-08-19	442	98
R26881	FA0030371	OW0007330	2020-10-22	354	98
R39260	FA0179267	OW0007331	2018-03-05	392	96
R69524	FA0174236	OW0007332	2020-10-23	150	96
R85087	FA0247761	OW0007333	2018-09-20	121	96
R77685	FA0021244	OW0007334	2018-08-26	298	73
R37148	FA0030149	OW0007335	2019-08-14	245	73
R46123	FA0051687	OW0007336	2019-09-13	161	73
R31487	FA0177896	OW0007337	2020-06-01	282	73
R12583	FA0249480	OW0007338	2018-05-01	365	73
R63713	FA0023150	OW0007339	2018-03-17	177	73
R59279	FA0072994	OW0007340	2018-09-05	286	73
R40200	FA0035582	OW0007341	2018-02-24	444	73
R23889	FA0049908	OW0007342	2020-04-02	333	73
R82746	FA0224500	OW0007343	2018-12-09	471	73
R10992	FA0013159	OW0007344	2019-12-05	375	73
R88864	FA0043082	OW0007345	2019-11-09	286	73
R69147	FA0049998	OW0007346	2019-06-08	292	73
R50623	FA0046456	OW0007347	2020-06-05	476	73
R83310	FA0202885	OW0007348	2020-04-05	184	73
R77397	FA0040424	OW0007349	2018-09-26	300	97
R72973	FA0025452	OW0007350	2020-09-08	329	97
R37430	FA0250744	OW0007351	2020-07-16	494	90
R73880	FA0057476	OW0007352	2019-05-14	107	90
R14144	FA0070552	OW0007353	2019-08-13	385	90
R48143	FA0019788	OW0007354	2019-05-08	274	90
R60886	FA0250751	OW0007355	2018-02-22	145	90
R80071	FA0034933	OW0007356	2019-05-21	398	90
R55833	FA0203732	OW0007357	2018-11-20	354	90
R83026	FA0225860	OW0007358	2018-10-20	249	90
R47088	FA0073852	OW0007359	2020-03-04	492	95
R19480	FA0230667	OW0007360	2020-11-16	177	95
R38797	FA0160561	OW0007361	2020-09-04	115	95
R45688	FA0245266	OW0007362	2020-07-10	224	95
R29726	FA0248932	OW0007363	2020-08-16	117	91
R70737	FA0043632	OW0007364	2019-09-16	266	91
R82120	FA0034137	OW0007365	2018-09-14	229	91
R65737	FA0156807	OW0007366	2020-10-10	276	91
R24898	FA0050891	OW0007367	2019-06-28	267	91
R17063	FA0056852	OW0007368	2020-09-03	287	91
R22834	FA0035233	OW0007369	2019-05-21	340	84
R45515	FA0060045	OW0007370	2019-02-01	323	84
R18975	FA0012649	OW0007371	2019-02-05	395	84
R10805	FA0033131	OW0007372	2018-02-23	375	84
R75761	FA0034236	OW0007373	2020-09-08	151	90
R56452	FA0056820	OW0007374	2020-06-18	211	90
R22765	FA0162685	OW0007375	2020-11-13	252	90
R67894	FA0038454	OW0007376	2019-12-10	303	90
R84498	FA0043904	OW0007377	2019-11-12	499	90
R70531	FA0027553	OW0007378	2018-05-06	382	90
R49647	FA0016783	OW0007379	2018-02-02	159	90
R82559	FA0053881	OW0007380	2018-03-11	343	95
R49775	FA0041633	OW0007381	2018-09-05	213	95
R65515	FA0142818	OW0007382	2018-09-02	187	95
R59545	FA0041352	OW0007383	2019-05-23	349	95
R53723	FA0039677	OW0007384	2019-12-11	401	95
R40770	FA0171806	OW0007385	2018-06-21	251	95
R48781	FA0057746	OW0007386	2020-08-20	199	95
R88041	FA0165150	OW0007387	2020-09-12	456	95
R23921	FA0173840	OW0007388	2019-07-07	465	95
R28623	FA0070311	OW0007389	2019-05-23	459	95
R33706	FA0163749	OW0007390	2019-07-22	478	94
R74792	FA0004162	OW0007391	2019-10-24	275	94
R57206	FA0008195	OW0007392	2019-02-13	484	94
R79143	FA0056823	OW0007393	2020-12-04	312	94
R49083	FA0053250	OW0007394	2020-05-21	217	94
R43723	FA0044737	OW0007395	2018-04-12	185	98
R73273	FA0156819	OW0007396	2020-09-28	100	95
R20298	FA0039311	OW0007397	2020-07-06	365	95
R46702	FA0021282	OW0007398	2018-07-19	308	95
R73555	FA0028527	OW0007399	2019-03-18	280	95
R54752	FA0156820	OW0007400	2018-10-19	306	92
R67881	FA0047937	OW0007401	2020-02-02	319	92
R23893	FA0054932	OW0007402	2020-09-01	310	92
R87206	FA0065806	OW0007403	2018-08-19	138	92
R13296	FA0245416	OW0007404	2018-08-12	364	92
R15902	FA0138808	OW0007405	2020-12-27	241	90
R14923	FA0225073	OW0007406	2020-05-03	467	90
R34998	FA0064432	OW0007407	2018-07-10	358	90
R47855	FA0055847	OW0007408	2018-12-12	327	90
R40882	FA0055823	OW0007409	2019-12-05	370	90
R72848	FA0030681	OW0007410	2018-06-21	330	90
R79576	FA0250941	OW0007411	2019-02-06	296	90
R52418	FA0057964	OW0007412	2020-10-16	402	95
R25290	FA0223989	OW0007413	2019-10-25	479	95
R68539	FA0247945	OW0007414	2018-09-10	230	95
R65200	FA0004797	OW0007415	2018-12-02	491	95
R85697	FA0247867	OW0007416	2020-02-24	260	95
R64079	FA0222961	OW0007417	2018-04-18	455	98
R52024	FA0006913	OW0007418	2020-04-25	290	90
R63553	FA0244093	OW0007419	2019-05-16	173	90
R81522	FA0042535	OW0007420	2018-11-22	121	90
R48026	FA0170003	OW0007421	2020-03-20	320	90
R65581	FA0064956	OW0007422	2018-10-08	115	90
R62385	FA0048806	OW0007423	2020-06-25	476	90
R31248	FA0016005	OW0007424	2019-09-07	435	97
R78996	FA0167264	OW0007425	2018-09-12	130	97
R23831	FA0036590	OW0007426	2018-03-09	349	97
R86454	FA0021453	OW0007427	2019-07-23	492	90
R21275	FA0056952	OW0007428	2019-07-18	500	90
R25965	FA0020817	OW0007429	2019-12-22	470	90
R25121	FA0250082	OW0007430	2018-12-15	416	90
R20445	FA0137942	OW0007431	2019-09-08	393	90
R70882	FA0023449	OW0007432	2019-04-11	319	90
R49746	FA0072891	OW0007433	2019-10-17	389	90
R45402	FA0030230	OW0007434	2020-05-09	136	90
R40939	FA0032107	OW0007435	2019-04-07	321	90
R44435	FA0023977	OW0007436	2020-02-08	390	98
R46854	FA0016426	OW0007437	2020-04-17	444	98
R72210	FA0248439	OW0007438	2018-11-12	499	91
R76121	FA0223905	OW0007439	2018-09-08	447	91
R68969	FA0012860	OW0007440	2018-03-26	145	91
R64669	FA0156652	OW0007441	2020-04-17	139	91
R60154	FA0006983	OW0007442	2020-10-16	473	91
R71788	FA0175718	OW0007443	2020-09-03	237	91
R11879	FA0036285	OW0007444	2018-03-18	317	91
R33183	FA0241885	OW0007445	2019-06-07	496	98
R54141	FA0156189	OW0007446	2019-03-22	319	98
R20085	FA0050177	OW0007447	2020-04-18	174	94
R60355	FA0040105	OW0007448	2018-07-07	272	94
R50705	FA0048726	OW0007449	2020-04-25	381	94
R16326	FA0179721	OW0007450	2020-10-09	395	96
R30845	FA0241509	OW0007451	2019-04-22	164	96
R13632	FA0032515	OW0007452	2018-09-15	188	96
R36618	FA0030419	OW0007453	2019-09-01	410	72
R13692	FA0036615	OW0007454	2020-08-02	303	72
R11425	FA0073534	OW0007455	2018-12-06	389	72
R73581	FA0012048	OW0007456	2020-02-21	463	72
R83047	FA0025603	OW0007457	2019-07-16	397	72
R39692	FA0164909	OW0007458	2019-10-02	168	72
R45280	FA0004886	OW0007459	2020-07-15	385	72
R52837	FA0142553	OW0007460	2018-02-27	168	72
R41862	FA0059402	OW0007461	2018-09-02	106	72
R26588	FA0050535	OW0007462	2020-09-04	291	72
R63271	FA0175613	OW0007463	2018-08-13	259	72
R31399	FA0045364	OW0007464	2019-05-08	131	72
R21116	FA0245377	OW0007465	2018-05-11	209	72
R71285	FA0167563	OW0007466	2019-12-17	224	72
R60612	FA0055388	OW0007467	2019-02-24	327	72
R52818	FA0044779	OW0007468	2020-03-28	211	72
R78094	FA0029222	OW0007469	2020-07-11	161	72
R71408	FA0021688	OW0007470	2020-04-06	382	90
R75115	FA0158152	OW0007471	2020-11-18	232	90
R81787	FA0248677	OW0007472	2020-11-07	126	90
R43105	FA0139088	OW0007473	2020-10-26	219	90
R57968	FA0171246	OW0007474	2020-05-03	186	90
R59302	FA0241229	OW0007475	2019-12-11	430	90
R59707	FA0066420	OW0007476	2018-02-03	225	90
R28357	FA0141528	OW0007477	2020-06-10	410	90
R45478	FA0022147	OW0007478	2018-10-22	180	96
R40257	FA0031016	OW0007479	2018-09-08	489	96
R75933	FA0041770	OW0007480	2019-06-11	331	96
R15095	FA0241578	OW0007481	2019-08-24	188	96
R58006	FA0158674	OW0007482	2020-02-05	482	94
R83871	FA0162762	OW0007483	2019-11-28	323	94
R55797	FA0064995	OW0007484	2018-10-10	149	94
R68254	FA0149357	OW0007485	2020-09-26	421	94
R70757	FA0046123	OW0007486	2020-09-08	496	94
R49670	FA0026956	OW0007487	2018-02-11	283	95
R79553	FA0250947	OW0007488	2018-04-25	297	95
R62534	FA0032609	OW0007489	2020-09-15	305	95
R29032	FA0159334	OW0007490	2019-06-10	330	95
R89308	FA0178724	OW0007491	2020-02-05	154	94
R53705	FA0179017	OW0007492	2018-07-27	127	94
R10615	FA0045533	OW0007493	2020-05-22	136	94
R67449	FA0065125	OW0007494	2020-10-07	100	94
R24326	FA0007345	OW0007495	2018-03-03	162	94
R28235	FA0248786	OW0007496	2019-12-27	269	94
R28403	FA0064133	OW0007497	2020-03-10	273	93
R78159	FA0017577	OW0007498	2019-05-06	279	93
R50155	FA0018491	OW0007499	2019-07-12	469	93
R75531	FA0028357	OW0007500	2018-09-16	404	93
R69185	FA0163270	OW0007501	2020-04-12	224	94
R10866	FA0072009	OW0007502	2020-03-02	454	94
R81262	FA0027578	OW0007503	2018-04-19	108	94
R14096	FA0240760	OW0007504	2018-07-09	393	94
R71744	FA0163699	OW0007505	2020-12-09	386	94
R45081	FA0248994	OW0007506	2018-12-06	116	96
R89893	FA0164711	OW0007507	2018-05-12	379	96
R86299	FA0143702	OW0007508	2019-10-19	254	96
R29898	FA0017103	OW0007509	2020-07-27	443	96
R70616	FA0005409	OW0007510	2018-07-18	473	96
R72336	FA0051961	OW0007511	2020-02-26	135	96
R46717	FA0225010	OW0007512	2018-07-19	475	96
R80943	FA0013693	OW0007513	2020-04-07	372	95
R19597	FA0055806	OW0007514	2019-10-01	496	95
R68965	FA0073993	OW0007515	2020-03-26	211	95
R28408	FA0048641	OW0007516	2020-09-18	217	95
R31684	FA0061669	OW0007517	2020-12-07	454	90
R65704	FA0170630	OW0007518	2019-06-20	290	90
R32187	FA0224881	OW0007519	2019-07-15	446	90
R69341	FA0012533	OW0007520	2019-06-12	401	90
R67604	FA0044545	OW0007521	2018-09-14	307	90
R75161	FA0162922	OW0007522	2018-02-26	225	90
R27604	FA0072526	OW0007523	2020-10-24	458	90
R43301	FA0167737	OW0007524	2018-08-20	189	97
R23615	FA0068221	OW0007525	2020-05-09	326	97
R88537	FA0048575	OW0007526	2020-03-26	112	91
R81231	FA0221687	OW0007527	2018-10-05	335	91
R56884	FA0049238	OW0007528	2018-06-02	134	91
R80133	FA0177497	OW0007529	2020-04-12	497	91
R13181	FA0069184	OW0007530	2020-05-28	397	91
R58752	FA0179100	OW0007531	2020-05-22	386	91
R57854	FA0030066	OW0007532	2018-12-02	210	94
R12279	FA0011815	OW0007533	2020-11-12	207	94
R61557	FA0073994	OW0007534	2019-09-09	301	94
