RatingID	FacilityID	ViolationID	ActivityDate	Fine	Score				
R22980	FA0044909	VL71	2020-12-04	129	97				
R80445	FA0171501	VL74	2020-09-19	266	97				
R57299	FA0065174	VL76	2020-07-22	211	96				
R31645	FA0244635	VL80	2019-04-02	251	96				
R78820	FA0222478	VL81	2020-05-15	270	96				
R26307	FA0022252	VL82	2019-08-17	224	96				
R20430	FA0028893	VL89	2018-09-27	160	96				
R27025	FA0061811	VL90	2020-08-10	175	96				
R29423	FA0164787	VL91	2018-05-03	217	96				
R43184	FA0067565	VL92	2019-12-24	456	80				
R35203	FA0248728	VL95	2020-06-22	335	80				
R73858	FA0072441	VL99	2018-07-12	299	80				
R18338	FA0064840	VL10	2018-07-07	336	80				
R18412	FA0003085	VL11	2019-02-21	413	80				
R52385	FA0009814	VL12	2019-07-19	169	80				
R60614	FA0049728	VL13	2019-07-13	136	80				
R53531	FA0223005	VL14	2018-11-16	109	80				
R19890	FA0171775	VL16	2018-10-02	394	80				
R68153	FA0052642	VL17	2019-06-04	342	80				
R60406	FA0248494	VL20	2019-10-22	429	97				
R51513	FA0249239	VL21	2019-07-25	290	97				
R40577	FA0141126	VL25	2020-06-08	352	97				
R63716	FA0158878	VL26	2018-03-07	362	95				
R85070	FA0024092	VL28	2019-04-17	365	95				
R81990	FA0043031	VL29	2018-03-04	144	95				
R71158	FA0165694	VL30	2019-06-11	119	95				
R55481	FA0024786	VL32	2020-12-26	154	95				
R22044	FA0060829	VL33	2020-05-01	147	95				
R12046	FA0071840	VL36	2020-04-16	131	95				
R30045	FA0071655	VL37	2018-02-23	159	95				
R67075	FA0052669	VL38	2019-07-10	234	95				
R10285	FA0072130	VL40	2020-05-04	267	95				
R73680	FA0250189	VL42	2020-05-08	448	95				
R15389	FA0018553	VL44	2019-02-14	320	95				
R39771	FA0224995	VL46	2019-10-09	384	94				
R34851	FA0239818	VL48	2018-05-16	451	94				
R78823	FA0065811	VL50	2019-09-28	296	94				
R11078	FA0165648	VL51	2019-02-10	382	94				
R18409	FA0061384	VL52	2018-11-10	173	94				
R39545	FA0050188	VL53	2018-04-08	117	90				
R28543	FA0030884	VL54	2019-11-16	242	90				
R28718	FA0011797	VL55	2019-10-28	207	90				
R64828	FA0250261	VL56	2020-07-10	254	90				
R22740	FA0167754	VL57	2020-12-04	395	90				
R80760	FA0179629	VL58	2020-03-06	267	90				
R76791	FA0038478	VL61	2019-12-04	223	97				
R48312	FA0013935	VL62	2018-05-14	241	97				
R53254	FA0049249	VL64	2018-07-11	459	92				
R32457	FA0248865	VL66	2020-12-10	495	92				
R27841	FA0248202	VL67	2019-04-01	375	92				
R46065	FA0032645	VL68	2020-10-28	336	92				
R87667	FA0249120	VL71	2019-10-28	153	92				
R20669	FA0022749	VL74	2020-06-06	467	92				
R57218	FA0049966	VL76	2019-05-25	329	92				
R19114	FA0073846	VL80	2018-04-11	262	92				
R21662	FA0007138	VL81	2019-09-23	100	96				
R47235	FA0033627	VL82	2019-12-26	226	96				
R48565	FA0044592	VL89	2020-02-20	404	96				
R66369	FA0180136	VL90	2019-09-13	103	90				
R46401	FA0020463	VL91	2020-09-25	397	90				
R65301	FA0024531	VL92	2018-11-17	405	90				
R85509	FA0244950	VL95	2019-03-13	240	90				
R77317	FA0069106	VL99	2020-07-21	152	90				
R14322	FA0249626	VL10	2020-08-02	183	90				
R54799	FA0004671	VL11	2019-03-10	228	90				
R24456	FA0222529	VL12	2020-02-27	334	90				
R52412	FA0157946	VL13	2020-08-04	100	96				
R48887	FA0029386	VL14	2020-05-13	487	96				
R75772	FA0050746	VL16	2019-02-07	267	96				
R51579	FA0072650	VL17	2020-02-26	471	94				
R36486	FA0023006	VL20	2018-08-01	277	94				
R67806	FA0067088	VL21	2019-03-23	150	94				
R57230	FA0007499	VL25	2019-10-22	315	94				
R80776	FA0137921	VL26	2019-08-21	241	94				
R17562	FA0049290	VL28	2020-09-06	289	94				
R24469	FA0244948	VL29	2018-10-12	220	99				
R57679	FA0136866	VL30	2020-08-19	108	96				
R58312	FA0239124	VL32	2020-12-11	111	96				
R69379	FA0176198	VL33	2019-07-10	383	96				
R47287	FA0044417	VL36	2019-10-11	375	96				
R78674	FA0032336	VL37	2019-02-04	322	99				
R37445	FA0143662	VL38	2018-12-24	187	96				
R79894	FA0002619	VL40	2018-02-02	367	96				
R11856	FA0019832	VL42	2020-05-04	185	96				
R69418	FA0026130	VL44	2019-09-10	358	96				
R40818	FA0164863	VL46	2019-09-06	175	91				
R55588	FA0165383	VL48	2020-02-04	361	91				
R75427	FA0250132	VL50	2020-05-14	430	91				
R34238	FA0061846	VL51	2018-08-22	405	91				
R87822	FA0021197	VL52	2019-02-18	465	91				
R55707	FA0003669	VL53	2020-03-18	279	91				
R52325	FA0073341	VL54	2019-03-03	487	91				
R38617	FA0225479	VL55	2018-10-07	224	98				
R47304	FA0050034	VL56	2018-12-10	282	98				
R17998	FA0003706	VL57	2018-06-02	181	98				
R38017	FA0009742	VL58	2020-02-28	295	98				
R20386	FA0223935	VL61	2020-06-12	293	98				
R69777	FA0167528	VL62	2020-03-07	145	98				
R14468	FA0158923	VL64	2018-12-27	390	96				
R70950	FA0030062	VL66	2018-06-18	199	96				
R32609	FA0051781	VL67	2018-04-22	437	96				
R31196	FA0248571	VL68	2020-06-17	192	96				
R27479	FA0249095	VL71	2019-03-22	419	97				
R41313	FA0023776	VL74	2019-07-13	370	97				
R41910	FA0062810	VL76	2020-04-02	451	97				
R14929	FA0007186	VL80	2018-03-02	344	90				
R52628	FA0005627	VL81	2019-03-08	242	90				
R73435	FA0066647	VL82	2019-05-15	277	90				
R44762	FA0249282	VL89	2019-12-18	399	90				
R51403	FA0035944	VL90	2019-08-22	298	90				
R88241	FA0167478	VL91	2019-12-06	113	90				
R22260	FA0179116	VL92	2019-10-12	475	90				
R48148	FA0158041	VL95	2018-07-28	257	96				
R89896	FA0074369	VL99	2020-04-04	358	96				
R16365	FA0239388	VL10	2019-10-11	431	96				
R54214	FA0064134	VL11	2020-06-18	460	96				
R63868	FA0023897	VL12	2019-04-08	486	96				
R80470	FA0166877	VL13	2019-12-27	385	96				
R16967	FA0020884	VL14	2018-02-04	268	96				
R81536	FA0164832	VL16	2020-08-10	435	96				
R82810	FA0249248	VL17	2019-12-01	159	90				
R16433	FA0225883	VL20	2018-04-20	410	90				
R70696	FA0011351	VL21	2018-04-13	493	90				
R37769	FA0057554	VL25	2018-10-03	125	90				
R29132	FA0160462	VL26	2018-12-06	247	90				
R47500	FA0066649	VL28	2019-04-23	428	90				
R70828	FA0164392	VL29	2020-10-13	332	90				
R62654	FA0028941	VL30	2020-10-10	299	91				
R77845	FA0034720	VL32	2019-02-21	193	91				
R81182	FA0171790	VL33	2019-06-09	303	91				
R39252	FA0009634	VL36	2019-05-07	172	91				
R78227	FA0061335	VL37	2018-09-21	236	91				
R33163	FA0002271	VL38	2019-03-22	194	91				
R18689	FA0054579	VL40	2020-03-18	232	91				
R53145	FA0138982	VL42	2018-10-01	349	91				
R16573	FA0241438	VL44	2019-02-27	398	94				
R10498	FA0030297	VL46	2020-05-12	155	94				
R38795	FA0049826	VL48	2019-03-28	367	94				
R15793	FA0224465	VL50	2019-05-16	301	94				
R81503	FA0174388	VL51	2019-07-04	428	97				
R81716	FA0044707	VL52	2020-12-02	201	97				
R49338	FA0019506	VL53	2018-02-22	173	97				
R11396	FA0249758	VL54	2019-11-13	352	97				
R12164	FA0032108	VL55	2018-02-09	199	97				
R42853	FA0030445	VL56	2018-04-02	395	94				
R56983	FA0175610	VL57	2018-03-15	135	94				
R75851	FA0060579	VL58	2018-12-14	440	94				
R51954	FA0071240	VL61	2019-08-03	384	94				
R70796	FA0160026	VL62	2019-04-16	446	94				
R86696	FA0024747	VL64	2018-12-15	346	97				
R82799	FA0002277	VL66	2020-05-03	253	97				
R55395	FA0010261	VL67	2019-05-02	359	97				
R27148	FA0036495	VL68	2020-12-18	284	84				
R16589	FA0172042	VL71	2020-04-04	108	84				
R74106	FA0143607	VL74	2019-04-06	163	84				
R61697	FA0060764	VL76	2020-03-08	295	84				
R28182	FA0057594	VL80	2018-03-13	466	84				
R62708	FA0159663	VL81	2019-08-23	104	84				
R46186	FA0031772	VL82	2019-03-18	340	84				
R58820	FA0062246	VL89	2020-09-03	422	84				
R35616	FA0037424	VL90	2018-04-22	437	84				
R38578	FA0249997	VL91	2020-09-04	350	84				
R38888	FA0032338	VL92	2020-05-26	209	84				
R10308	FA0034329	VL95	2019-03-22	175	84				
R80458	FA0159065	VL99	2019-07-20	385	84				
R88859	FA0027755	VL10	2018-11-14	264	90				
R21441	FA0065484	VL11	2019-11-14	379	90				
R28061	FA0166874	VL12	2018-08-23	456	90				
R24918	FA0069018	VL13	2018-08-01	306	90				
R84276	FA0023131	VL14	2019-11-01	229	90				
R81043	FA0250160	VL16	2019-12-23	236	90				
R63126	FA0175345	VL17	2019-07-19	201	93				
R47980	FA0055261	VL20	2020-11-17	466	93				
R17200	FA0048736	VL21	2019-10-08	157	93				
R19812	FA0068570	VL25	2019-05-27	386	93				
R83676	FA0013850	VL26	2019-03-20	177	93				
R67099	FA0006780	VL28	2018-12-17	267	96				
R55507	FA0030559	VL29	2019-09-03	173	96				
R78971	FA0036862	VL30	2020-02-13	436	96				
R43352	FA0249578	VL32	2018-03-25	387	96				
R23884	FA0012133	VL33	2020-10-14	417	96				
R42786	FA0043058	VL36	2019-04-05	364	96				
R66522	FA0174510	VL37	2020-08-16	168	96				
R37087	FA0007973	VL38	2020-07-20	141	98				
R30071	FA0032688	VL40	2018-02-13	298	98				
R71402	FA0026132	VL42	2019-05-11	465	98				
R66968	FA0047797	VL44	2019-09-18	117	98				
R16850	FA0042995	VL46	2018-03-24	225	98				
R79098	FA0158589	VL48	2020-08-28	242	98				
R71333	FA0243631	VL50	2020-12-19	396	91				
R15240	FA0224680	VL51	2018-10-16	281	91				
R83063	FA0068855	VL52	2018-10-03	277	91				
R39888	FA0011454	VL53	2018-09-02	170	91				
R62362	FA0175128	VL54	2019-06-20	355	91				
R79022	FA0066504	VL55	2020-09-19	118	91				
R71382	FA0028465	VL56	2019-10-27	289	91				
R80441	FA0170394	VL57	2019-03-12	246	91				
R49313	FA0066376	VL58	2019-03-03	100	91				
R84252	FA0020749	VL61	2020-09-24	231	91				
R42343	FA0014045	VL62	2018-02-08	122	91				
R41614	FA0014283	VL64	2019-06-01	135	91				
R82881	FA0158886	VL66	2019-07-19	306	91				
R73922	FA0020947	VL67	2019-04-24	490	91				
R73140	FA0164330	VL68	2019-06-02	365	91				
R12007	FA0027718	VL71	2018-05-25	362	91				
R60054	FA0171729	VL74	2020-12-12	263	91				
R40789	FA0249323	VL76	2018-03-04	430	91				
R65108	FA0243775	VL80	2020-06-01	395	91				
R48056	FA0048792	VL81	2020-06-06	415	91				
R60079	FA0055136	VL82	2020-10-15	139	91				
R84233	FA0010561	VL89	2019-04-06	332	91				
R45806	FA0249742	VL90	2018-11-06	137	90				
R51302	FA0017222	VL91	2018-11-08	403	90				
R62683	FA0249501	VL92	2019-08-10	468	90				
R23974	FA0058410	VL95	2019-02-04	454	90				
R18973	FA0224999	VL99	2019-11-09	268	90				
R79621	FA0010011	VL10	2018-03-21	346	90				
R36204	FA0017267	VL11	2020-07-22	244	90				
R22266	FA0058158	VL12	2019-08-19	156	92				
R19686	FA0058567	VL13	2020-10-05	129	92				
R46191	FA0007890	VL14	2018-10-09	180	92				
R66160	FA0244221	VL16	2019-08-02	268	92				
R22158	FA0009019	VL17	2020-10-19	399	92				
R37917	FA0248166	VL20	2019-02-26	294	92				
R73032	FA0063928	VL21	2018-04-03	229	92				
R77965	FA0137497	VL25	2018-09-11	455	92				
R23771	FA0062342	VL26	2020-07-20	284	92				
R26115	FA0006095	VL28	2018-10-21	404	92				
R29464	FA0166932	VL29	2020-06-22	419	92				
R37579	FA0245005	VL30	2019-09-08	397	92				
R34111	FA0033067	VL32	2020-09-27	126	92				
R72694	FA0039259	VL33	2018-09-22	152	95				
R56670	FA0136731	VL36	2018-06-23	261	95				
R40404	FA0241086	VL37	2019-12-24	411	95				
R19519	FA0017367	VL38	2018-04-07	306	95				
R76898	FA0176773	VL40	2020-03-16	161	97				
R15293	FA0044978	VL42	2018-05-09	488	97				
R70875	FA0068499	VL44	2020-04-06	495	97				
R40874	FA0249175	VL46	2018-04-26	367	97				
R66592	FA0158786	VL48	2018-10-05	485	97				
R82060	FA0002492	VL50	2018-08-19	345	97				
R75839	FA0027241	VL51	2018-08-17	240	97				
R69720	FA0070998	VL52	2019-10-02	290	97				
R30448	FA0031441	VL53	2020-12-21	442	97				
R28168	FA0005023	VL54	2018-12-22	262	92				
R67307	FA0069735	VL55	2020-09-27	222	92				
R24271	FA0071294	VL56	2020-07-19	356	92				
R25232	FA0160793	VL57	2019-05-13	377	92				
R66165	FA0240747	VL58	2018-11-28	272	92				
R75482	FA0240092	VL61	2019-07-07	296	92				
R39890	FA0030543	VL62	2019-06-13	475	92				
R78460	FA0052086	VL64	2018-02-12	465	95				
R23947	FA0057920	VL66	2018-02-25	364	95				
R11758	FA0171927	VL67	2019-02-01	384	95				
R45714	FA0019766	VL68	2018-10-05	158	95				
R14057	FA0137622	VL71	2020-08-19	290	94				
R35375	FA0166491	VL74	2020-02-12	332	94				
R72592	FA0044129	VL76	2018-10-14	301	94				
R33699	FA0073727	VL80	2019-03-01	305	94				
R61297	FA0027656	VL81	2018-03-03	169	94				
R23688	FA0040422	VL82	2018-06-25	330	98				
R25897	FA0066677	VL89	2019-09-10	270	98				
R87921	FA0028375	VL90	2019-11-27	497	92				
R69959	FA0019765	VL91	2018-12-15	485	92				
R58744	FA0064145	VL92	2020-10-17	274	92				
R22354	FA0067231	VL95	2018-05-05	169	92				
R60803	FA0244316	VL99	2018-11-15	451	92				
R54633	FA0051548	VL10	2018-04-09	198	92				
R45698	FA0044124	VL11	2018-10-16	322	92				
R63610	FA0058791	VL12	2020-08-08	105	94				
R35889	FA0031905	VL13	2018-04-19	368	94				
R49606	FA0164401	VL14	2018-03-20	129	94				
R11116	FA0048809	VL16	2018-06-18	133	94				
R48534	FA0175720	VL17	2020-09-09	379	94				
R62825	FA0249090	VL20	2018-09-25	332	94				
R57789	FA0067355	VL21	2018-09-17	499	93				
R67891	FA0013105	VL25	2020-07-23	161	93				
R21343	FA0062186	VL26	2019-10-22	146	93				
R65338	FA0249873	VL28	2020-09-18	295	93				
R36191	FA0065594	VL29	2019-02-02	377	93				
R56374	FA0049394	VL30	2018-12-01	122	93				
R71151	FA0179825	VL32	2019-03-06	181	97				
R49607	FA0032268	VL33	2020-03-16	302	97				
R65795	FA0178345	VL36	2020-03-09	245	97				
R12032	FA0242694	VL37	2019-11-02	289	94				
R18371	FA0165357	VL38	2020-06-16	242	94				
R42357	FA0013944	VL40	2018-05-03	181	94				
R74644	FA0033589	VL42	2020-06-03	404	94				
R82728	FA0007057	VL44	2020-03-22	269	94				
R52505	FA0023127	VL46	2019-03-27	114	94				
R45818	FA0052056	VL48	2020-04-21	280	98				
R49247	FA0167469	VL50	2019-06-14	313	98				
R63088	FA0249257	VL51	2020-11-26	294	95				
R81332	FA0026413	VL52	2020-08-27	254	95				
R74925	FA0011925	VL53	2020-03-13	137	95				
R40381	FA0020300	VL54	2018-10-03	255	95				
R41546	FA0249293	VL55	2018-02-19	456	96				
R73586	FA0164994	VL56	2020-07-23	403	96				
R46251	FA0163257	VL57	2018-08-14	450	96				
R51508	FA0005453	VL58	2018-05-17	473	96				
R56722	FA0021078	VL61	2018-06-21	326	90				
R23202	FA0024102	VL62	2020-02-03	291	90				
R49366	FA0163713	VL64	2018-02-27	452	90				
R47591	FA0038474	VL66	2019-04-07	220	90				
R31339	FA0012137	VL67	2018-04-26	157	90				
R76387	FA0163207	VL68	2019-06-09	431	90				
R16537	FA0067726	VL71	2020-04-12	269	90				
R73067	FA0163738	VL74	2019-12-15	314	90				
R63567	FA0248866	VL76	2020-11-21	124	90				
R53698	FA0003642	VL80	2018-06-11	452	90				
R41917	FA0052371	VL81	2020-04-28	324	90				
R62769	FA0010487	VL82	2020-10-28	255	90				
R42628	FA0222461	VL89	2020-02-24	340	90				
R34401	FA0011332	VL90	2020-08-14	428	90				
R62393	FA0051546	VL91	2020-04-24	221	90				
R48669	FA0059197	VL92	2018-04-26	380	94				
R81103	FA0071142	VL95	2020-05-13	217	94				
R19478	FA0015673	VL99	2020-02-20	265	94				
R28344	FA0022724	VL10	2020-06-26	346	94				
R24144	FA0013676	VL11	2019-05-11	404	94				
R61990	FA0046307	VL12	2020-10-28	276	94				
R88918	FA0038316	VL13	2019-11-22	253	98				
R11641	FA0034770	VL14	2020-04-04	394	98				
R48890	FA0045244	VL16	2019-03-16	370	93				
R33876	FA0248469	VL17	2019-04-16	425	93				
R13414	FA0005879	VL20	2018-02-07	318	93				
R74806	FA0172118	VL21	2020-11-12	470	93				
R36578	FA0177451	VL25	2018-06-12	123	98				
R52334	FA0054619	VL26	2018-08-02	314	98				
R87232	FA0017350	VL28	2019-02-18	114	81				
R12157	FA0045117	VL29	2019-05-16	428	81				
R49709	FA0158213	VL30	2019-06-12	117	81				
R58500	FA0057480	VL32	2018-12-09	274	81				
R32659	FA0013186	VL33	2020-02-02	483	81				
R71621	FA0049345	VL36	2020-04-01	494	81				
R72263	FA0051217	VL37	2019-11-01	304	81				
R64845	FA0224460	VL38	2020-12-02	412	96				
R62852	FA0239234	VL40	2019-07-09	107	96				
R38241	FA0068050	VL42	2020-05-07	298	96				
R53181	FA0014756	VL44	2020-04-19	429	84				
R26914	FA0068135	VL46	2018-08-27	491	84				
R40862	FA0006825	VL48	2018-10-07	323	84				
R51538	FA0055744	VL50	2019-02-04	233	84				
R57711	FA0230688	VL51	2018-08-08	152	84				
R65566	FA0058600	VL52	2020-12-03	445	84				
R71343	FA0014436	VL53	2018-09-06	258	84				
R10670	FA0048824	VL54	2020-10-03	279	90				
R38019	FA0138365	VL55	2018-07-15	145	90				
R23341	FA0002515	VL56	2020-11-13	298	90				
R74441	FA0053583	VL57	2020-11-19	103	90				
R20822	FA0014856	VL58	2019-02-07	175	90				
R40557	FA0174684	VL61	2020-11-13	356	90				
R85494	FA0249395	VL62	2018-07-21	354	90				
R26638	FA0171320	VL64	2018-05-05	345	90				
R45407	FA0014300	VL66	2018-06-14	332	90				
R42000	FA0163208	VL67	2020-04-27	461	90				
R14296	FA0167311	VL68	2018-07-09	243	94				
R39518	FA0059256	VL71	2018-09-11	368	94				
R25385	FA0023023	VL74	2019-09-05	348	94				
R50803	FA0240016	VL76	2019-04-01	241	94				
R30277	FA0071985	VL80	2020-06-25	164	94				
R86822	FA0006933	VL81	2018-02-04	314	92				
R29334	FA0065276	VL82	2019-05-05	432	92				
R50496	FA0144561	VL89	2020-02-27	312	92				
R72612	FA0055822	VL90	2019-06-27	310	92				
R15637	FA0011004	VL91	2020-10-15	488	92				
R84086	FA0034380	VL92	2020-05-11	422	95				
R47628	FA0062498	VL95	2019-05-03	296	95				
R69334	FA0041017	VL99	2018-04-01	344	95				
R83112	FA0067733	VL10	2018-07-20	475	95				
R46189	FA0249340	VL11	2020-06-16	319	95				
R71464	FA0002582	VL12	2020-06-12	146	92				
R67079	FA0047954	VL13	2018-08-07	126	92				
R42590	FA0032770	VL14	2018-06-02	211	92				
R35194	FA0061526	VL16	2018-10-21	198	92				
R83870	FA0060986	VL17	2019-10-06	330	92				
R38613	FA0156785	VL20	2020-02-09	178	92				
R47542	FA0037027	VL21	2020-05-06	479	92				
R35674	FA0160554	VL25	2020-06-15	135	97				
R21895	FA0249414	VL26	2018-06-24	184	97				
R50979	FA0224585	VL28	2019-10-03	485	97				
R34039	FA0225803	VL29	2018-06-19	108	90				
R30353	FA0249459	VL30	2019-03-06	458	90				
R45071	FA0202811	VL32	2020-02-10	306	90				
R16285	FA0174716	VL33	2020-11-20	134	90				
R36914	FA0034735	VL36	2019-11-02	324	90				
R64506	FA0042262	VL37	2018-07-21	488	90				
R75875	FA0072069	VL38	2019-06-26	393	91				
R51600	FA0058066	VL40	2019-07-25	149	91				
R42291	FA0249376	VL42	2019-10-01	213	91				
R55801	FA0017673	VL44	2018-03-25	165	91				
R20846	FA0067387	VL46	2018-06-14	487	91				
R19977	FA0245258	VL48	2019-12-25	432	91				
R30743	FA0020950	VL50	2020-02-01	421	91				
R46441	FA0047338	VL51	2019-05-02	234	90				
R76379	FA0037180	VL52	2019-05-12	156	90				
R68771	FA0240923	VL53	2018-03-08	411	90				
R41607	FA0073070	VL54	2019-09-15	455	90				
R56235	FA0027007	VL55	2020-12-14	103	90				
R65399	FA0037506	VL56	2018-06-11	311	90				
R55008	FA0049498	VL57	2020-09-01	183	90				
R53910	FA0006951	VL58	2018-04-12	374	92				
R74125	FA0143795	VL61	2019-04-06	127	92				
R73600	FA0028430	VL62	2018-12-24	327	92				
R66872	FA0245819	VL64	2019-09-16	300	92				
R72942	FA0073437	VL66	2019-08-09	361	92				
R50860	FA0012547	VL67	2020-06-19	406	90				
R55076	FA0244065	VL68	2018-12-13	391	90				
R40562	FA0007188	VL71	2020-10-28	283	90				
R17319	FA0177524	VL74	2019-02-01	294	90				
R12392	FA0224612	VL76	2019-03-09	415	90				
R20742	FA0069414	VL80	2019-02-22	155	90				
R16949	FA0071190	VL81	2019-09-09	471	95				
R80183	FA0159628	VL82	2019-07-26	242	95				
R68674	FA0070710	VL89	2018-10-24	391	95				
R31480	FA0249575	VL90	2020-06-26	124	95				
R50748	FA0013953	VL91	2020-06-26	414	98				
R66093	FA0171965	VL92	2018-04-02	361	98				
R88711	FA0240116	VL95	2018-06-22	224	94				
R34531	FA0155989	VL99	2020-03-15	203	94				
R20600	FA0241471	VL10	2019-08-03	461	94				
R86738	FA0174355	VL11	2020-12-19	309	94				
R36163	FA0166322	VL12	2019-04-26	297	94				
R43879	FA0225818	VL13	2018-04-14	153	94				
R60395	FA0158890	VL14	2020-11-07	375	91				
R32536	FA0008507	VL16	2020-02-14	215	91				
R57467	FA0249653	VL17	2020-03-28	155	91				
R17129	FA0137869	VL20	2018-08-13	190	91				
R34097	FA0056837	VL21	2019-05-28	116	91				
R39848	FA0055244	VL25	2018-11-14	498	91				
R84125	FA0249510	VL26	2018-06-14	482	91				
R27041	FA0016994	VL28	2018-03-18	295	94				
R79526	FA0040133	VL29	2019-09-12	216	94				
R45582	FA0142854	VL30	2018-11-01	376	94				
R73647	FA0223724	VL32	2020-05-16	127	94				
R51775	FA0044785	VL33	2018-11-05	354	94				
R43975	FA0074278	VL36	2020-10-07	347	87				
R32692	FA0160189	VL37	2018-04-23	358	87				
R57903	FA0177025	VL38	2018-03-02	336	87				
R87102	FA0055611	VL40	2018-12-13	221	87				
R68249	FA0166765	VL42	2020-07-17	147	87				
R86227	FA0040691	VL44	2020-07-12	425	96				
R32825	FA0177063	VL46	2018-03-04	314	96				
R40317	FA0158859	VL48	2018-09-20	180	96				
R51351	FA0163224	VL50	2019-05-10	295	96				
R69056	FA0222821	VL51	2018-09-15	308	92				
R71560	FA0224404	VL52	2018-10-17	407	92				
R60568	FA0249584	VL53	2018-03-06	323	92				
R51125	FA0239034	VL54	2019-03-15	382	92				
R28362	FA0165623	VL55	2018-04-04	313	92				
R47033	FA0249228	VL56	2019-11-21	328	92				
R32204	FA0137256	VL57	2019-04-02	457	92				
R87827	FA0226284	VL58	2018-11-15	493	92				
R34096	FA0249391	VL61	2018-03-22	478	90				
R78878	FA0024227	VL62	2018-07-03	340	90				
R61358	FA0249179	VL64	2020-03-15	173	90				
R88895	FA0038787	VL66	2020-02-08	477	90				
R14839	FA0008463	VL67	2020-02-16	429	90				
R17058	FA0021053	VL68	2019-02-28	444	90				
R38161	FA0175547	VL71	2020-10-28	262	90				
R19559	FA0244252	VL74	2019-05-02	164	90				
R74657	FA0050085	VL76	2018-05-15	277	95				
R54628	FA0072731	VL80	2019-07-05	211	95				
R15852	FA0138597	VL81	2018-04-23	473	95				
R57051	FA0009656	VL82	2020-03-13	449	95				
R56877	FA0175608	VL89	2020-04-18	341	95				
R34704	FA0141761	VL90	2020-04-27	492	91				
R14781	FA0028120	VL91	2020-12-07	303	91				
R50210	FA0174344	VL92	2018-12-17	271	91				
R40748	FA0025759	VL95	2018-05-08	284	91				
R78281	FA0137270	VL99	2020-07-25	476	91				
R59386	FA0203746	VL10	2018-12-05	499	91				
R25611	FA0009544	VL11	2020-06-14	101	94				
R77369	FA0058810	VL12	2020-02-22	225	94				
R32501	FA0024994	VL13	2020-02-05	123	94				
R26084	FA0167725	VL14	2019-07-12	201	94				
R56643	FA0035901	VL16	2020-04-24	228	94				
R66898	FA0019378	VL17	2018-08-22	479	94				
R43346	FA0048691	VL20	2018-06-11	345	94				
R77254	FA0225797	VL21	2020-10-27	206	94				
R19735	FA0068447	VL25	2018-09-07	449	94				
R65783	FA0019317	VL26	2019-12-21	449	94				
R45108	FA0248981	VL28	2018-02-10	241	94				
R66780	FA0173829	VL29	2019-06-07	433	94				
R28441	FA0053750	VL30	2020-02-16	134	94				
R87890	FA0046141	VL32	2019-09-24	185	94				
R63966	FA0139081	VL33	2018-03-26	140	94				
R12421	FA0021808	VL36	2018-09-26	103	94				
R43536	FA0024293	VL37	2020-11-27	319	90				
R69762	FA0241072	VL38	2018-05-08	196	90				
R18358	FA0202756	VL40	2018-05-23	500	90				
R58270	FA0064172	VL42	2019-02-28	303	90				
R15422	FA0067419	VL44	2018-10-09	427	90				
R18078	FA0027595	VL46	2018-11-13	174	98				
R70572	FA0052142	VL48	2020-04-05	263	98				
R17104	FA0013841	VL50	2019-08-20	101	96				
R11200	FA0043657	VL51	2020-11-22	296	96				
R25016	FA0013538	VL52	2018-12-14	178	96				
R39058	FA0178733	VL53	2019-11-21	405	97				
R65186	FA0249040	VL54	2019-02-13	447	97				
R79015	FA0044928	VL55	2019-02-09	454	97				
R71490	FA0142289	VL56	2019-03-04	227	98				
R31887	FA0225526	VL57	2019-11-25	483	98				
R53449	FA0240391	VL58	2019-03-18	446	95				
R49024	FA0159071	VL61	2019-04-25	376	95				
R85838	FA0015340	VL62	2019-08-17	267	95				
R19321	FA0005067	VL64	2020-09-13	108	95				
R78395	FA0032501	VL66	2018-03-27	122	93				
R42862	FA0137427	VL67	2020-07-06	204	93				
R38271	FA0225964	VL68	2019-08-19	266	93				
R76472	FA0060037	VL71	2018-06-22	238	93				
R39886	FA0245858	VL74	2018-07-14	308	98				
R88527	FA0065827	VL76	2018-05-26	493	98				
R26368	FA0003565	VL80	2019-09-22	483	97				
R73539	FA0013259	VL81	2019-02-09	284	97				
R51390	FA0064687	VL82	2018-08-28	137	97				
R40348	FA0136680	VL89	2020-02-17	224	94				
R36581	FA0014830	VL90	2020-02-09	268	94				
R84624	FA0004388	VL91	2020-03-12	199	80				
R86620	FA0040205	VL92	2020-11-25	112	94				
R43455	FA0049297	VL95	2020-12-20	471	91				
R83987	FA0035341	VL99	2018-04-04	439	91				
R29072	FA0025747	VL10	2019-08-28	158	91				
R15392	FA0019310	VL11	2020-10-24	212	91				
R61723	FA0033021	VL12	2019-02-13	109	91				
R59075	FA0015016	VL13	2020-09-10	361	91				
R88615	FA0015186	VL14	2019-02-16	490	91				
R58816	FA0068820	VL16	2019-06-26	382	91				
R85638	FA0177012	VL17	2020-10-06	477	91				
R68035	FA0058328	VL20	2020-12-22	293	96				
R85146	FA0010218	VL21	2019-10-16	169	96				
R10757	FA0063798	VL25	2019-12-14	203	96				
R63209	FA0049493	VL26	2019-02-23	489	96				
R22148	FA0224050	VL28	2019-08-08	331	92				
R28084	FA0170154	VL29	2019-03-10	339	92				
R81669	FA0164576	VL30	2019-05-15	346	92				
R86005	FA0052113	VL32	2018-04-17	456	92				
