FacilityID,FacilityName,FacilityCity,FacilityAddress,OwnerID
FA0023977,YUM YUM DONUTS # 75-P,LOS ANGELES,4963 W SUNSET BLVD,OW0248855
FA0016426,BANQUET KITCHEN,LOS ANGELES,4918 W SUNSET BLVD,OW0227519
FA0248439,HO HO KITCHEN,LOS ANGELES,1000 N ALAMEDA ST,OW0243718
FA0223905,KING DONUT,LOS ANGELES,928 S WESTERN AVE STE #201,OW0010189
FA0012860,SUBWAY #45649,LOS ANGELES,1673 E 103RD ST,OW0128692
FA0156652,THE FRENCH CREPE CO.,LOS ANGELES,3405 GLENDALE BLVD,OW0001680
FA0006983,YUM YUM CHINESE FOOD,LOS ANGELES,243 S SAN PEDRO ST,OW0242245
FA0175718,PEET'S COFFEE,LOS ANGELES,617 S CHARLES E YOUNG DR 140-D,OW0038344
FA0036285,MARCONDA'S MEATS,LOS ANGELES,347 E 1ST ST,OW0249854
FA0241885,ALASKA AIRLINES BOARDROOM,LOS ANGELES,8666 W PICO BLVD,OW0178828
FA0156189,DRAGON LOCO CHINESE FOOD,LOS ANGELES,328 S LA BREA AVE,OW0242262
FA0050177,GREYHOUND FOOD SERVICE INC,LOS ANGELES,10800 W PICO BLVD STE 380,OW0250211
FA0040105,STARBUCKS COFFEE #13286,LOS ANGELES,11315 S FIGUEROA ST STE 101,OW0023780
FA0048726,MANDARIN KITCHEN,LOS ANGELES,6333 W 3RD ST STE #112,OW0105572
FA0179721,BENNETT'S ICE CREAM,LOS ANGELES,4140 BEVERLY BLVD,OW0012004
FA0241509,GALLINA DE RANCHO MARKET,LOS ANGELES,2006 W 6TH ST,OW0007794
FA0032515,BROADWAY GAS MART,LOS ANGELES,4929 W SUNSET BLVD,OW0245112
FA0030419,LETTE MACARON,LOS ANGELES,3940 W BEVERLY BLVD,OW0100128
FA0036615,CBTL,LOS ANGELES,119 E 7TH ST,OW0128068
FA0073534,BRU HAUS,LOS ANGELES,4512 S HOOVER ST,OW0003398
FA0012048,NEW YORK CAFE,LOS ANGELES,442 N FAIRFAX AVE,OW0012108
FA0025603,WILTERN THEATRE,LOS ANGELES,3360 W 1ST ST,OW0036762
FA0164909,CAFE FONTANA,LOS ANGELES,3655 S LA BREA AVE,OW0010995
FA0004886,ANNA'S CUISINE,LOS ANGELES,5065 W SUNSET BLVD,OW0185894
FA0142553,OLYMPIC PARKS LIQUOR,LOS ANGELES,2101 S ESTRELLA AVE,OW0030216
FA0059402,DONUT WORLD FRESH COFFEE BEA,LOS ANGELES,6333 W 3RD ST STE E-11,OW0031970
FA0050535,ANITA'S MOBIL,LOS ANGELES,1716 N HIGHLAND AVE,OW0249312
FA0175613,JESSES CAMARONES,LOS ANGELES,8009 BEVERLY BLVD,OW0013079
FA0045364,KAFE BOUGATSA,LOS ANGELES,10800 W PICO BLVD # 324,OW0126894
FA0245377,MATEO'S ICE CREAM & FRUIT BARS,LOS ANGELES,252 E MARTIN LUTHER KING JR BLVD,OW0242944
FA0167563,STIR CRAZY COFFEE HOUSE,LOS ANGELES,1735 W 7TH ST,OW0249486
FA0055388,BROADWAY DISCOUNT,LOS ANGELES,4320 S VERMONT AVE,OW0249079
FA0044779,STREET TACOS AND GRILL,LOS ANGELES,5008 N FIGUEROA ST,OW0238779
FA0029222,BIRRIERIA DE DON BONI,LOS ANGELES,10840 WILSHIRE BLVD,OW0243730
FA0021688,TMP CORPORATION,LOS ANGELES,11315 S FIGUEROA ST # 107,OW0030668
FA0158152,7-ELEVEN #17635-E,LOS ANGELES,3470 W 6TH ST STE 2A,OW0129508
FA0248677,CLUB NOKIA LEVEL 3 BAR,LOS ANGELES,1501 E WASHINGTON BLVD,OW0031516
FA0139088,MR RAMEN,LOS ANGELES,6785 SANTA MONICA BLVD,OW0240793
FA0171246,LAS PALMAS SENIOR CTR. SNACK,LOS ANGELES,10889 LINDBROOK DR,OW0015168
FA0241229,EL GALLO BAKERY,LOS ANGELES,10850 WILSHIRE BLVD,OW0005593
FA0066420,101 ASIAN KITCHEN INC,LOS ANGELES,235 MAIN ST,OW0239830
FA0141528,HOT HOT FOODS,LOS ANGELES,1777 E OLYMPIC BLVD,OW0249529
FA0022147,KIKKA @ WHOLE FOODS WEST LOS ANGELES,LOS ANGELES,1751 E OLYMPIC BLVD,OW0106365
FA0031016,LA FONDA ANTIOQUENA,LOS ANGELES,675 S CARONDELET ST,OW0002613
FA0041770,TARGET TERRACE SOUTH BAR,LOS ANGELES,2712 W 7TH ST,OW0029878
FA0241578,PUBLIC HOUSE  BOLA  ELECTRIC LOTUS,LOS ANGELES,2615 W 7TH ST,OW0124869
FA0158674,STARBUCK COFFEE # 5775,LOS ANGELES,3325 W 6TH ST,OW0245657
FA0162762,TARGET TERRACE  NORTH BAR,LOS ANGELES,3050 LOS FELIZ BLVD,OW0035221
FA0064995,B SWEET DESSERT BAR,LOS ANGELES,100 WORLD WAY STE 125,OW0025489
FA0149357,PUMAS MEAT MARKET,LOS ANGELES,11939 SANTA MONICA BLVD,OW0027533
FA0046123,PONCES BAKERY,LOS ANGELES,100 WORLD WAY # 136,OW0245600
FA0026956,MANZANILLO COLIMA SEAFOOD,LOS ANGELES,4083 W 3RD ST,OW0023503
FA0250947,LAS PALMAS SENIOR CITIZENS C,LOS ANGELES,1766 FIRESTONE BLVD,OW0029592
FA0032609,LAMILL COFFEE BOUTIQUE,LOS ANGELES,1621 1/2 N CAHUENGA BLVD,OW0238069
FA0159334,NEVERIA EL RINCON DE ROSS,LOS ANGELES,984 S WESTERN AVE,OW0239021
FA0178724,DELICE BAKERY & CAFE,LOS ANGELES,1224 S BROADWAY,OW0237895
FA0179017,OLYMPIC DONUTS # 7,LOS ANGELES,5880 W MANCHESTER AVE,OW0128572
FA0045533,DITMAS,LOS ANGELES,307 W 4TH ST,OW0237983
FA0065125,PINERO S MARKET,LOS ANGELES,3111 GLENDALE BLVD UNIT 2,OW0249970
FA0007345,XOIA,LOS ANGELES,3670 BROADWAY PL,OW0017711
FA0248786,FURAIBO RESTAURANT,LOS ANGELES,5707 SANTA MONICA BLVD,OW0024515
FA0064133,VERMONT,LOS ANGELES,6423 YUCCA ST,OW0005987
FA0017577,OCEAN GROCERY MARKET,LOS ANGELES,3201 W 6TH ST,OW0128872
FA0018491,7180 SUNSET HOLLYWOOD  LLC,LOS ANGELES,2604 S SAN PEDRO ST,OW0009263
FA0028357,STARBUCKS COFFEE #17848,LOS ANGELES,1144 S WESTERN AVE STE 107,OW0129633
FA0163270,Z PIZZA,LOS ANGELES,100 WORLD WAY # 114,OW0240676
FA0072009,L & M LIQUOR,LOS ANGELES,3781 1/2 S WESTERN AVE,OW0246452
FA0027578,GENERAL NUTRITION CENTERS,LOS ANGELES,7920 W 3RD ST,OW0183515
FA0240760,IMPERIAL CHOPSTICKS,LOS ANGELES,1280 N WILTON PL,OW0245983
FA0163699,ROCKWELL,LOS ANGELES,1951 S VERMONT AVE,OW0124459
FA0248994,IMPERIAL LIQUOR,LOS ANGELES,865 S FIGUEROA ST FL 18,OW0249222
FA0164711,DINO'S CHICKEN AND BURGERS LOS ANGELES,LOS ANGELES,1883 DALY ST #102,OW0024399
FA0143702,HOLLYWOOD SUPER MART,LOS ANGELES,3738 S FIGUEROA ST,OW0183567
FA0017103,RITE AID #5448,LOS ANGELES,300 S LA CIENEGA BLVD,OW0123515
FA0005409,EL NUEVO MIRADOR,LOS ANGELES,127 E 6TH ST,OW0238450
FA0051961,CREME LA,LOS ANGELES,8301 BEVERLY BLVD,OW0244710
FA0225010,LAS 7 REGIONES DE OAXACA,LOS ANGELES,5556 SANTA MONICA BLVD,OW0007058
FA0013693,LUPITAS RESTAURANT,LOS ANGELES,7119 BEVERLY BLVD,OW0022948
FA0055806,THE MAGIC NUT & CANDY CO,LOS ANGELES,1011 S FIGUEROA ST,OW0004379
FA0073993,RINCONCITO OAXAQUENO MARKET INC,LOS ANGELES,901 N WESTERN AVE STE #3,OW0180503
FA0048641,MARIO'S PERUVIAN & SEAFOOD,LOS ANGELES,13223 W WASHINGTON BLVD,OW0032262
FA0061669,THIRSTY CROW,LOS ANGELES,2190 W WASHINGTON BLVD # A,OW0026331
FA0170630,ROTEX CAFE,LOS ANGELES,3782 S FIGUEROA ST,OW0035990
FA0224881,TORTILLERIA,LOS ANGELES,2190 W WASHINGTON BLVD E,OW0227438
FA0012533,TONYS SUBS & SALADS,LOS ANGELES,5640 SANTA MONICA BLVD STE A,OW0027033
FA0044545,OLYMPIC DONUTS #15,LOS ANGELES,8138 W 3RD ST,OW0023951
FA0162922,FAMILY MINI MARKET,LOS ANGELES,1883 DALY ST,OW0245790
FA0072526,SAIGON DELI,LOS ANGELES,6801 HOLLYWOOD BLVD,OW0002412
FA0167737,YUMMIE SANDWICH & FOOD TO GO,LOS ANGELES,3817 W 3RD ST,OW0012181
FA0068221,7-ELEVEN STORE 39219B,LOS ANGELES,1610 E VERNON AVE,OW0030715
FA0048575,MR CHURRO BAKERY,LOS ANGELES,548 S SPRING ST STE 114,OW0236664
FA0221687,MICHELLE'S  DONUT,LOS ANGELES,548 S SPRING ST # 106,OW0121371
FA0049238,ISAAC'S MOBIL,LOS ANGELES,1733 COLORADO BLVD,OW0243268
FA0177497,ARAX BAKERY,LOS ANGELES,4501 S ALAMEDA ST # #72,OW0038972
FA0069184,CONGA ROOM,LOS ANGELES,1114 GAYLEY AVE,OW0024041
FA0179100,CONSUMERS LIQUOR,LOS ANGELES,4365 S CENTRAL AVE,OW0182825
FA0030066,FADY ONE STOP CONVIENCE SHOP,LOS ANGELES,3501 W PICO BLVD,OW0031887
FA0011815,VIVA BARGAIN,LOS ANGELES,4501 S ALAMEDA ST # 101,OW0009417
FA0073994,WESTSIDE DONUTS & CROISSANTS,LOS ANGELES,4368 AVALON BLVD # #A,OW0249104
FA0058784,SAN ANDRES MARKET,LOS ANGELES,125 N WESTERN AVE # #113,OW0014725
FA0243840,7-ELEVEN (39629),LOS ANGELES,13215 WASHINGTON BLVD,OW0036841
FA0004877,T=FISH,LOS ANGELES,241 S FIGUEROA ST,OW0040037
FA0015059,LA PUENTE DISCOUNT STORE,LOS ANGELES,4650 W ADAMS BLVD,OW0024005
FA0062862,YUKI SUSHI,LOS ANGELES,4221 WILSHIRE BLVD # 190,OW0250222
FA0242916,VILLA DE ETLA MARKET,LOS ANGELES,7149 BEVERLY BLVD,OW0013100
FA0019271,TERIYAKI HOUSE,LOS ANGELES,2210 W JEFFERSON BLVD,OW0015634
FA0180813,REYNOSO BAKERY,LOS ANGELES,111 S GRAND AVE # LEVEL,OW0242267
FA0165543,BELLA VITA,LOS ANGELES,11301 W OLYMPIC BLVD STE 101,OW0208441
FA0006078,WALGREENS 09136,LOS ANGELES,2423 DALY ST,OW0026369
FA0029602,CHANO'S,LOS ANGELES,3939 CRENSHAW BLVD,OW0128917
FA0137443,RAKKAN,LOS ANGELES,412 N FAIRFAX AVE,OW0184630
FA0020062,BIA CAFE,LOS ANGELES,9769 W PICO BLVD,OW0249978
FA0172140,GONG CHA CAFE - LITTLE TOKYO,LOS ANGELES,4433 S ALAMEDA ST # #B-31,OW0030554
FA0242471,LA MEXICANA CARNICERIA,LOS ANGELES,2400 W 7TH ST # 101,OW0249977
FA0045150,OYSTER GOURMET,LOS ANGELES,2024 W 7TH ST,OW0185506
FA0072294,GOLDEN ROAD BREWERY,LOS ANGELES,12340 SANTA MONICA BLVD # #A,OW0024587
FA0160285,FRUIT TREE STORY,LOS ANGELES,6801 HOLLYWOOD BLVD # 316,OW0236248
FA0072185,YUKO SOUP BAR,LOS ANGELES,5100 W JEFFERSON BLVD,OW0019983
FA0029192,LALIBELA ETHIOPIAN RESTAURANT,LOS ANGELES,1694 CORDOVA ST,OW0001657
FA0033950,BUNA ETHIOPIAN MARKET,LOS ANGELES,2300 W OLYMPIC BLVD,OW0032266
FA0142093,VIRGIL SQUARE MARKET,LOS ANGELES,1043 S FAIRFAX AVE,OW0101258
FA0034823,ROSALIND WEST AFRICAN CUISINE,LOS ANGELES,108 W 2ND ST,OW0001727
FA0039321,WOK INN,LOS ANGELES,351 N FAIRFAX AVE,OW0026181
FA0158229,MADCAPRA,LOS ANGELES,428 E 2ND ST,OW0184566
FA0012173,THE FALLS BAR,LOS ANGELES,334 S MAIN ST # 1,OW0101236
FA0071793,LEON'S KITCHEN,LOS ANGELES,10880 WILSHIRE BLVD STE 111,OW0008037
FA0017161,MICHAEL J'S PIZZERIA AND BAR,LOS ANGELES,3994 S FIGUEROA ST,OW0017971
FA0138784,STARBUCKS #25813,LOS ANGELES,10857 SANTA MONICA BLVD,OW0028251
FA0244469,3 STAR DISCOUNT STORE,LOS ANGELES,11573 SANTA MONICA BLVD,OW0010681
FA0166470,LA IMPERIAL RESTAURANT,LOS ANGELES,1036 1/2 S FAIRFAX AVE,OW0237896
FA0052751,JULIE'S PIZZERIA,LOS ANGELES,11551 SANTA MONICA BLVD,OW0129666
FA0178917,CHOICE MARKET,LOS ANGELES,2620 S FIGUEROA ST,OW0228624
FA0062155,BAEK HWA FAMILY RESTAURANT,LOS ANGELES,146 E MARTIN LUTHER KING JR BLVD,OW0240361
FA0065078,HACOR  INC.,LOS ANGELES,3976 S FIGUEROA ST,OW0005520
FA0049819,THE GRAIN CAFE,LOS ANGELES,448 N FAIRFAX AVE,OW0001658
FA0222655,FOUR POINTS LAX-BREWSTER'S,LOS ANGELES,12131 WASHINGTON PL #B,OW0032279
FA0249422,EL ARCA BAKERY RESTAURANT,LOS ANGELES,56 WINDWARD AVE,OW0017025
FA0224873,COFFEE BEAN AND TEA LEAF 8D,LOS ANGELES,444 N FAIRFAX AVE,OW0229758
FA0203717,FOUR POINTS LAX-CAFETERIA,LOS ANGELES,3996 S FIGUEROA ST,OW0002801
FA0007843,ALL STAR LANES,LOS ANGELES,456 N FAIRFAX AVE,OW0013129
FA0180140,EL BARON DE CENTRO AMERICA,LOS ANGELES,1976 S LA CIENEGA BLVD,OW0245785
FA0239924,NECCO,LOS ANGELES,2201 W PICO BLVD STE A,OW0238430
FA0151614,THE NEW RED DRAGON,LOS ANGELES,1735 W 6TH ST,OW0179404
FA0054691,YUM YUM DONUTS FRANCHISE #19,LOS ANGELES,1520 W 7TH ST,OW0124095
FA0004166,LA FAMOSITA BAKERY,LOS ANGELES,2017 N EASTERN AVE,OW0001547
FA0002263,NEW G & G MARKET,LOS ANGELES,4155 VERDUGO RD,OW0125279
FA0175652,SHILOH'S,LOS ANGELES,334 S MAIN ST,OW0030737
FA0250453,SUNSHINE DISCOUNT MARKET,LOS ANGELES,4503 N FIGUEROA ST,OW0032806
FA0250422,BURGER KING #6202,LOS ANGELES,908 E JEFFERSON BLVD,OW0001037
FA0141594,MY HOUSE,LOS ANGELES,4414 E YORK BLVD,OW0228243
FA0171493,ALLEY DOG N BURGER #2,LOS ANGELES,1101 S VERMONT AVE UNIT 103-0,OW0240321
FA0057493,BRIANNA'S DISCOUNT STORE,LOS ANGELES,607 S PARK VIEW ST,OW0238726
FA0055184,JUANITA'S RESTAURANT,LOS ANGELES,2005 W 7TH ST,OW0001086
FA0029956,SANDWICH SHOP LITTLE TOKYO,LOS ANGELES,426 N FAIRFAX AVE,OW0005982
FA0059257,IKE'S PLACE,LOS ANGELES,10975 WEYBURN AVE,OW0182138
FA0175503,MCDONALD'S # 4989,LOS ANGELES,432 N FAIRFAX AVE,OW0106717
FA0009277,WENDY'S #12,LOS ANGELES,7311 BEVERLY BLVD,OW0012751
FA0225922,EMILE'S MOBILE,LOS ANGELES,112 W 4TH ST,OW0001761
FA0012764,YOSHINOYA #1137,LOS ANGELES,1039 S FAIRFAX AVE,OW0024040
FA0065570,7-ELEVEN STORE 36961A,LOS ANGELES,7313 BEVERLY BLVD,OW0243832
FA0164148,L.A. SAZON,LOS ANGELES,1855 MANCHESTER AVE # 112,OW0007944
FA0014622,GOLDEN WOK,LOS ANGELES,698 S VERMONT AVE STE 103,OW0014216
FA0067623,EL TROPICAL SNACK,LOS ANGELES,1855 W MANCHESTER AVE STE 108,OW0015286
FA0226054,ANGELITOS NUTRITION,LOS ANGELES,3667 E OLYMPIC BLVD,OW0102189
FA0249338,VINADORE STUDIO & CAFE,LOS ANGELES,4651 W ADAMS BLVD,OW0123244
FA0008587,LA GUADALUPANA BAKERY,LOS ANGELES,859 N VIRGIL AVE,OW0008448
FA0156816,SNOWYA,LOS ANGELES,712 N HELIOTROPE DR,OW0012099
FA0041414,OLIGARC VINE & SPIRITS,LOS ANGELES,1407 E GAGE AVE STE #B,OW0229676
FA0167872,LITTLE ETHIOPIA RESTAURANT,LOS ANGELES,110 N GRAND AVE 4TH FLOOR,OW0229770
FA0165361,ES CON SABOR RESTAURANT,LOS ANGELES,3301 W PICO BLVD,OW0022500
FA0159115,B.L. RESTAURANT,LOS ANGELES,11151 AVALON BLVD 110,OW0238095
FA0036150,NEXT DOOR LOUNGE,LOS ANGELES,1906 S CRENSHAW BLVD,OW0009215
FA0226225,LA FRESCA WATER,LOS ANGELES,780 N VIRGIL AVE,OW0239835
FA0066711,THE POST COFFEE SHOP,LOS ANGELES,8017 W 3RD ST,OW0099810
FA0249999,KING OF JUICES RESTAURANT,LOS ANGELES,227 N BROADWAY # #158,OW0230161
FA0053095,ALBERTO'S MEAT AND PRODUCE M,LOS ANGELES,10800 W PICO BLVD #106,OW0238037
FA0223769,BIRRIERIA LALO'S,LOS ANGELES,111 N HILL ST STE 255,OW0245655
FA0243523,SUPER BARGAIN MARKET,LOS ANGELES,3610 VENICE BLVD,OW0127886
FA0050102,5 STAR MARKET,LOS ANGELES,864 N VIRGIL AVE,OW0238076
FA0044402,THE VEGAN JOINT,LOS ANGELES,5101 SANTA MONICA BLVD STE 7,OW0009301
FA0179870,TOCHILT MARKET,LOS ANGELES,11025 S FIGUEROA ST,OW0011437
FA0068354,BAKERY NOSH,LOS ANGELES,823 EXPOSITION BLVD,OW0021208
FA0250587,ALTA NORDIC KITCHEN,LOS ANGELES,111 N HILL ST 1ST FLOOR,OW0242545
FA0034681,SEOUL BAKERY,LOS ANGELES,11226 S CENTRAL AVE,OW0125282
FA0014264,LUNCH STOP  INC.,LOS ANGELES,4815 VALLEY BLVD STE A,OW0005610
FA0040530,THE CONFECTION CO. OP,LOS ANGELES,5677 W PICO BLVD,OW0018416
FA0172428,OLIVE BISTRO TAKE-OUT/CATER,LOS ANGELES,4815 E VALLEY BLVD STE H,OW0002724
FA0250510,BERRY BOWL,LOS ANGELES,1030 W MARTIN LUTHER KING JR BLVD # 101,OW0016229
FA0165221,TAMALES ALBERTO,LOS ANGELES,1032 W MLK BLVD # 106B,OW0016382
FA0031136,TACO BELL #28722,LOS ANGELES,6333 W 3RD ST STE #318,OW0018608
FA0226211,TOKYO SAKURA NOODLES,LOS ANGELES,287 S ATLANTIC BLVD # #B,OW0028997
FA0175492,VINTAGE ENOTECA,LOS ANGELES,600 WORLD WAY # 632,OW0033629
FA0250308,TONO'S TACOS,LOS ANGELES,6333 W 3RD ST STE 514,OW0019524
FA0066537,PESCADO MOJADO,LOS ANGELES,600 WORLD WAY #4708,OW0005591
FA0028544,DUNKIN DOUNTS,LOS ANGELES,1011 W FLORENCE AVE,OW0020391
FA0239313,CHICAS TACOS,LOS ANGELES,1716 E 7TH ST,OW0034645
FA0050717,LITTLE CAESAR'S PIZZA #5831,LOS ANGELES,4430 E YORK BLVD #A,OW0245319
FA0064500,GREEN OLIVE,LOS ANGELES,1822 WESTWOOD BLVD,OW0235493
FA0069348,EL COLMAO RESTAURANT,LOS ANGELES,6333 W 3RD ST STE 548,OW0033452
FA0248330,JACK IN THE BOX #3161,LOS ANGELES,1347 W FLORENCE AVE STE #A,OW0183182
FA0248652,CAFE DE LECHE,LOS ANGELES,1030 W MARTIN LUTHER KING JR # 109,OW0185311
FA0249285,YAKI PAN,LOS ANGELES,6560 E OLYMPIC BLVD,OW0244122
FA0032355,MARACAS CATERING,LOS ANGELES,2829 N BROADWAY,OW0128097
FA0032367,CENTRO MERCADO LATINO,LOS ANGELES,10250 SANTA MONICA BLVD # 9200,OW0245619
FA0050977,FLORENTINO JUICE BAR,LOS ANGELES,3000 N BROADWAY,OW0125804
FA0174149,ISAAN CLASSIC,LOS ANGELES,100 WORLD WAY # 123,OW0010386
FA0248260,SHAKEYS PIZZA PARLOR,LOS ANGELES,11831 WILSHIRE BLVD,OW0242498
FA0245864,TRAY DTLA,LOS ANGELES,4959 W SUNSET BLVD,OW0180397
FA0065978,LOS ANGELES PALM/DOWNTOWN,LOS ANGELES,3790 WILSHIRE BLVD,OW0013263
FA0029949,SUBWAY SANWICHES #38971,LOS ANGELES,4850 FOUNTAIN AVE,OW0244993
FA0222056,WENDY'S # 13,LOS ANGELES,3533 W OLYMPIC BLVD,OW0032764
FA0249502,ARBAT GROCERY & DELI,LOS ANGELES,3130 S NORMANDIE AVE,OW0226883
FA0073317,KRISTY'S MINI MARKET,LOS ANGELES,7601 S SEPULVEDA BLVD,OW0005067
FA0160103,PRIMO DONUTS,LOS ANGELES,1479 W ADAMS BLVD,OW0226547
FA0242114,MENCHIE'S FROZEN YOGURT,LOS ANGELES,10250 SANTA MONICA BLVD # 9280,OW0009769
FA0015041,L. A. XPRESS PIZZA,LOS ANGELES,11551 SANTA MONICA BLVD # RS1,OW0017964
FA0058317,ROTUNDA WEST - #101,LOS ANGELES,7235 BEVERLY BLVD,OW0128395
FA0073100,SUBWAY #58214,LOS ANGELES,6903 MELROSE AVE,OW0243312
FA0036439,CAFE WG,LOS ANGELES,2701 N BROADWAY AVE,OW0004816
FA0225008,ACKEE BAMBOO JAMAICAN CUISIN,LOS ANGELES,1843 1/2 E 1ST ST,OW0019523
FA0171248,MERCADO EL OAXAQUENO,LOS ANGELES,1845 E 1ST ST,OW0023736
FA0243482,R & R LIQUOR,LOS ANGELES,101 N BOYLE AVE,OW0246207
FA0029929,TARON BAKERY,LOS ANGELES,5800 W MANCHESTER AVE,OW0238265
FA0250225,TOAST BAKERY CAFE,LOS ANGELES,1647 SILVER LAKE BLVD,OW0003907
FA0058644,FIRESTONE SHELL,LOS ANGELES,800 W OLYMPIC BLVD STE A335,OW0005690
FA0240076,MOBILE OIL,LOS ANGELES,341 1/2 E 1ST ST,OW0178765
FA0250301,CARL'S JR #440,LOS ANGELES,1820 N LAS PALMAS AVE,OW0242903
FA0249753,MARISCOS EL RINCON DE NAYARIT,LOS ANGELES,4546 E CESAR E CHAVEZ AVE,OW0100432
FA0019034,SUBWAY #42807,LOS ANGELES,7170 BEVERLY BLVD,OW0009104
FA0250694,LOBBY CAFE BAR,LOS ANGELES,654 HOOVER ST,OW0007567
FA0165362,JOY BARGAIN,LOS ANGELES,2909 LOS FELIZ BLVD,OW0012864
FA0166046,NEW HONG KONG EXPRESS,LOS ANGELES,5125 MELROSE AVE,OW0024200
FA0010479,LOS ALONDRA'S BAKERY,LOS ANGELES,2049 SAWTELLE BLVD,OW0002565
FA0136982,PONCE'S BAKERY,LOS ANGELES,1739 N VERMONT AVE,OW0025119
FA0180814,DAVE & BUSTERS,LOS ANGELES,6745 HOLLYWOOD BLVD,OW0022891
FA0055829,A & J MEAT CATERING SERVICE,LOS ANGELES,800 W OLYMPIC BLVD STE A-335,OW0007295
FA0179138,KENTUCKY FRIED CHICKEN #119,LOS ANGELES,2005 S SAWTELLE BLVD,OW0035897
FA0165537,NEIGHBORHOOD MARKET,LOS ANGELES,9305 S BROADWAY AVE,OW0236282
FA0013799,OASISTKOS,LOS ANGELES,757 S FETTERLY AVE STE #101,OW0245690
FA0053082,GLOBAL CUISINE,LOS ANGELES,701 E WASHINGTON BLVD,OW0184221
FA0249289,CHICK-FIL-A,LOS ANGELES,1636 SILVER LAKE BLVD,OW0238531
FA0250414,EVANS FOOD SERVICES INC,LOS ANGELES,2242 E CESAR E CHAVEZ AVE,OW0101341
FA0065902,LOS ANGELES CITY COLLEGE STUDENT UNION KITCHEN 1F,LOS ANGELES,12740 CULVER BLVD # B,OW0005106
FA0011447,54TH VAN NESS LIQUOR MARKET,LOS ANGELES,7122 BEVERLY BLVD # C,OW0020939
FA0141201,VENICE GRIND,LOS ANGELES,4773 E CESAR E CHAVEZ AVE,OW0127715
FA0041187,PANADERIA MORLOS,LOS ANGELES,5419 HOLLYWOOD BLVD STE B,OW0030105
FA0011344,SWORK,LOS ANGELES,8731 W PICO BLVD,OW0235212
FA0162884,7 STARS DONUTS AND SANDWICH,LOS ANGELES,1801 W SUNSET BLVD,OW0037974
FA0224045,COLORADO DONUTS,LOS ANGELES,2068 SAWTELLE BLVD,OW0020461
FA0050052,LA FLOR DE MAYO  MARKET,LOS ANGELES,1714 N VERMONT AVE,OW0029500
FA0009001,FOUND COFFEE,LOS ANGELES,2632 E CESAR E CHAVEZ AVE,OW0122070
FA0008303,GOLDEN TACO,LOS ANGELES,7180 W SUNSET BLVD,OW0002051
FA0178369,THE CORK AT LA TIJERA,LOS ANGELES,3452 1/2 WILSHIRE BLVD,OW0022783
FA0242838,RICK'S PRODUCE MARKET,LOS ANGELES,5933 W CENTURY BLVD STE C,OW0129385
FA0017792,FRED DOWN HOME BURGER,LOS ANGELES,1432 W 11TH ST,OW0007054
FA0070993,GOLDEN DRAGON,LOS ANGELES,4010 EAGLE ROCK BLVD,OW0004239
FA0020915,ARCTIC HOTSPOT,LOS ANGELES,3452 WILSHIRE BLVD,OW0019629
FA0202873,BIG MAMAS & PAPA'S/MARIPOSA,LOS ANGELES,1549 N VERMONT AVE,OW0021681
FA0022758,MCDONALD'S #1136,LOS ANGELES,1712 N VERMONT AVE,OW0010062
FA0047848,CUTIES CAFE,LOS ANGELES,1602 W PICO BLVD,OW0035605
FA0068501,LEE JONG H,LOS ANGELES,2575 W PICO BLVD,OW0022176
FA0166224,MAGIC WITH 786,LOS ANGELES,1940 CENTURY PARK E STE 150,OW0024152
FA0008210,SLAUSON DONUTS,LOS ANGELES,6213 FRANKLIN AVE,OW0002708
FA0051336,S & S ANTOJITOS,LOS ANGELES,4044 EAGLE ROCK BLVD,OW0128295
FA0053688,YUM YUM DONUT FRANCHISE #53,LOS ANGELES,2705 W PICO BLVD,OW0005814
FA0059924,CREAMY DELIGHTS,LOS ANGELES,3726 W 6TH ST,OW0016285
FA0074401,JACK IN THE BOX #229,LOS ANGELES,2648 W PICO BLVD,OW0007331
FA0063373,BENITORA,LOS ANGELES,2634 IDELL ST,OW0024123
FA0037030,LA LOUISIANNE,LOS ANGELES,10830 W PICO BLVD,OW0125371
FA0247933,THE NICE GUY,LOS ANGELES,6333 W 3RD ST # 422,OW0127767
FA0016693,DANIEL'S KATSU AND FRIES,LOS ANGELES,2596 W PICO BLVD,OW0249712
FA0240156,LUCKY'S MARKET,LOS ANGELES,5786 MELROSE AVE,OW0240196
FA0034710,BURGER KING #5892,LOS ANGELES,2939 W SUNSET BLVD,OW0239472
FA0061490,ANT LIQUOR,LOS ANGELES,1300 W 24TH ST,OW0010809
FA0003330,CONSERVE FUEL GASOLINE,LOS ANGELES,4507 VALLEY BLVD STE #102,OW0022337
FA0038664,MCDONALD'S #1121,LOS ANGELES,4507 VALLEY BLVD,OW0124599
FA0159419,THE JERK SPOT,LOS ANGELES,4785 SANTA MONICA BLVD,OW0125636
FA0221496,POR VENIR,LOS ANGELES,828 N BROADWAY #1,OW0100572
FA0250223,MI COCINTA CHAPINA RESTAURANTE,LOS ANGELES,818 N BROADWAY STE 106B,OW0014810
FA0138082,7-ELEVEN #18778C,LOS ANGELES,4901 SANTA MONICA BLVD,OW0244190
FA0245807,LA FITNESS JUICE BAR,LOS ANGELES,849 N ALAMEDA ST # #E112,OW0022850
FA0056844,JAMBA JUICE #399,LOS ANGELES,4862 SANTA MONICA BLVD,OW0020301
